Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,_id
1/5/2016,Saving Bank account 1,money transfer,,,10000.0,Expense,INR,
2025-04-29,Credit Card,household,Kirana,Paid bill,4220.87,Expense,INR,
2025-06-11,UPI,rent,Rent,Movie night,4884.66,Expense,INR,
2025-02-28,Cash,subscription,Airtel,UPI transfer,4167.38,Expense,INR,
2025-01-23,Cash,transportation,auto,Subscription renewal,2959.55,Expense,INR,
2025-04-04,Debit Card,subscription,DishTV,Bought groceries,3712.48,Expense,INR,
2025-04-30,Credit Card,apparel,Clothing,Bought groceries,901.19,Expense,INR,
11/2/2018,Cash,transportation,auto,Current Residence to Place 0,15.0,Expense,INR,
2025-03-21,Netbanking,household,Kirana,Lunch at cafe,2246.45,Expense,INR,
5/7/2017,Saving Bank account 1,food,Grocery,2 Kg Onion 30/kg + 1 kg Potato 30/kg + Parle Biscuit Rs 10,100.0,Expense,INR,
2025-03-09,Debit Card,festivals,Diwali,Train ticket,1990.58,Expense,INR,
2025-02-25,Debit Card,transportation,Taxi,Medical bill,1292.29,Expense,INR,
2024-12-31,Netbanking,transportation,auto,Bought groceries,4382.96,Expense,INR,
7/7/2018,Credit Card,food,Lunch,At restaurant,2.0,Expense,INR,
3/12/2017,Cash,food,snacks,Shev Puri,30.0,Expense,INR,
2025-04-30,Debit Card,subscription,Airtel,Train ticket,1060.71,Expense,INR,
7/7/2018,Saving Bank account 1,equity mutual fund e,,,1000.0,Transfer-Out,INR,
2025-01-18,Cash,gift,Gift,Festival shopping,4134.44,Expense,INR,
1/6/2016,Cash,food,Water,1 Jar,25.0,Expense,INR,
2025-01-22,Debit Card,family,Pocket money,Medical bill,1665.37,Expense,INR,
2025-05-02,Credit Card,subscription,Edtech Course,Subscription renewal,2823.57,Expense,INR,
2025-06-06,Credit Card,subscription,Netflix,Subscription renewal,499.0,Expense,INR,
2025-03-23,UPI,subscription,Netflix,Bought groceries,499.0,Expense,INR,
2025-03-15,Debit Card,food,Grocery,Paid bill,975.53,Expense,INR,
2025-05-28,UPI,subscription,Tata Sky,Paid bill,2097.34,Expense,INR,
2025-05-17,Credit Card,health,Medicine,UPI transfer,4448.56,Income,INR,
26/06/2017 11:38:42,Saving Bank account 1,food,snacks,2 kachori,24.0,Expense,INR,
30/07/2017 14:19:42,Cash,transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR,
2025-06-03,Debit Card,transportation,auto,Lunch at cafe,3716.88,Expense,INR,
18/03/2018 16:16:21,Cash,transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR,
11/3/2017,Cash,transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,
2025-02-10,Netbanking,household,Kirana,Subscription renewal,3815.6,Expense,INR,
2025-05-11,Cash,festivals,Diwali,Lunch at cafe,617.62,Expense,INR,
2025-01-20,Debit Card,water (jar /tanker),water (jar /tanker),Paid bill,1901.32,Expense,INR,
2025-03-02,Cash,food,Grocery,UPI transfer,763.32,Expense,INR,
2024-12-26,Netbanking,tourism,Trip,Festival shopping,159.58,Expense,INR,
2025-05-19,Netbanking,other,Donation,Medical bill,978.28,Expense,INR,
2025-05-21,Cash,education,Stationary,Medical bill,1297.43,Expense,INR,
2025-03-10,Debit Card,subscription,Netflix,Movie night,649.0,Expense,INR,
2025-04-17,Debit Card,food,snacks,UPI transfer,1316.06,Expense,INR,
1/1/2017,Cash,food,Grocery,1kg atta,40.0,Expense,INR,
2025-05-28,UPI,transportation,Taxi,Paid bill,4695.53,Expense,INR,
2025-06-12,Netbanking,gift,Gift,Festival shopping,3766.54,Expense,INR,
2025-02-18,Debit Card,transportation,Taxi,Train ticket,2362.22,Expense,INR,
10/5/2017,Saving Bank account 1,recurring deposit,,,1000.0,Transfer-Out,INR,
1/10/2017,Saving Bank account 1,public provident fund,,,10000.0,Transfer-Out,INR,
7/5/2018,Saving Bank account 1,food,Lunch,Home Food Delivery,430.0,Expense,INR,
5/9/2016,Saving Bank account 1,investment,Mutual fund,,1000.0,Expense,INR,
19/04/2018 09:54:53,Saving Bank account 1,food,Milk,milk 1lit ,72.0,Expense,INR,
2025-03-04,Cash,apparel,Clothing,Bought groceries,1960.42,Expense,INR,
2025-02-20,Credit Card,subscription,Tata Sky,Train ticket,2526.88,Expense,INR,
17/05/2017 14:12:16,Cash,food,Tea,,5.0,Expense,INR,
15/03/2016 17:08:31,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR,
2025-05-18,UPI,festivals,Diwali,Train ticket,105.8,Expense,INR,
2025-05-04,Debit Card,subscription,Edtech Course,Bought groceries,659.19,Expense,INR,
2025-06-19,Cash,social life,Leisure,Lunch at cafe,1980.07,Expense,INR,
2025-04-18,Debit Card,grooming,Saloon,Online course,1129.07,Expense,INR,
2024-12-27,UPI,subscription,DishTV,Festival shopping,4089.94,Expense,INR,
2025-05-07,Debit Card,public provident fund,Public Provident Fund,Train ticket,4272.22,Expense,INR,
2025-02-05,Cash,food,snacks,Train ticket,3954.4,Expense,INR,
10/11/2016,Saving Bank account 1,investment,Mutual fund,,1000.0,Expense,INR,
2025-03-22,Debit Card,food,snacks,Movie night,1895.75,Expense,INR,
2025-01-12,Cash,gift,Gift,Medical bill,1549.99,Expense,INR,
16/04/2017 16:30:39,Saving Bank account 1,subscription,Tata Sky,,192.0,Expense,INR,
2025-06-04,Netbanking,grooming,Saloon,Train ticket,2306.06,Expense,INR,
17/08/2018 12:40:28,Saving Bank account 1,dividend earned on shares,,Pidilite Stocks,22.0,Income,INR,
6/9/2018,Cash,food,snacks,Amul butter,55.0,Expense,INR,
2025-03-20,Cash,culture,Movie,Lunch at cafe,894.32,Expense,INR,
2025-03-15,Cash,subscription,DishTV,Medical bill,3078.47,Expense,INR,
2025-06-21,Netbanking,food,Lunch,Movie night,1902.37,Expense,INR,
18/07/2017 21:02:27,Cash,food,flour mill,Gehu 3 kg Rs21 + bajari 1kg Rs 7 + dal 1.5 kg Rs15,43.0,Expense,INR,
2025-01-13,Credit Card,recurring deposit,Recurring Deposit,Train ticket,4412.76,Expense,INR,
2025-02-18,Credit Card,subscription,DishTV,Festival shopping,3995.34,Expense,INR,
2025-01-13,UPI,public provident fund,Public Provident Fund,Paid bill,1493.19,Expense,INR,
2025-04-11,UPI,subscription,DishTV,Train ticket,4477.87,Expense,INR,
2025-04-02,Cash,grooming,Saloon,Subscription renewal,1575.96,Expense,INR,
2025-04-07,Credit Card,food,Grocery,Online course,79.14,Expense,INR,
20/08/2017 20:58:50,Saving Bank account 1,transportation,Taxi,Ola cab - siddhivinayak to BKC,361.0,Expense,INR,
2025-02-16,Credit Card,subscription,DishTV,Paid bill,1174.1,Expense,INR,
2025-04-17,Credit Card,water (jar /tanker),water (jar /tanker),Festival shopping,3992.45,Expense,INR,
19/03/2015 16:08:23,Cash,household,Kitchen,cooker ring,50.0,Expense,INR,
2025-01-25,Debit Card,transportation,Train,Festival shopping,3583.29,Expense,INR,
2025-01-13,Netbanking,public provident fund,Public Provident Fund,Online course,698.81,Expense,INR,
2025-04-06,Credit Card,festivals,Diwali,Train ticket,2153.89,Expense,INR,
2025-04-24,Cash,family,Pocket money,Bought groceries,4514.89,Expense,INR,
12/9/2016,Cash,food,Grocery,bread,35.0,Expense,INR,
7/3/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,INR,
2025-06-17,Debit Card,social life,Leisure,UPI transfer,2076.27,Expense,INR,
2025-03-07,Credit Card,festivals,Holi,Lunch at cafe,4319.35,Expense,INR,
2025-04-15,UPI,subscription,DishTV,UPI transfer,4266.1,Expense,INR,
2025-03-08,Debit Card,subscription,Netflix,Medical bill,499.0,Expense,INR,
2025-03-06,Cash,food,Lunch,Subscription renewal,4929.43,Expense,INR,
2025-06-06,Netbanking,social life,Leisure,Movie night,2053.13,Expense,INR,
2025-02-17,Credit Card,food,Lunch,Movie night,555.38,Expense,INR,
2025-06-10,Credit Card,food,Dinner,Lunch at cafe,1248.53,Expense,INR,
2025-06-04,Credit Card,family,Pocket money,Lunch at cafe,3370.83,Expense,INR,
10/5/2017,Cash,food,snacks,Sweet bread cake 85 + veg puff 2,125.0,Expense,INR,
2/5/2017,Saving Bank account 1,food,Tea,2 cups,20.0,Expense,INR,
2025-06-11,Credit Card,food,Grocery,Festival shopping,755.43,Expense,INR,
2025-05-03,Netbanking,culture,Movie,Movie night,4774.62,Expense,INR,
2025-06-14,Credit Card,subscription,DishTV,Festival shopping,1954.1,Expense,INR,
2025-02-12,UPI,recurring deposit,Recurring Deposit,UPI transfer,641.06,Expense,INR,
2025-02-01,Credit Card,grooming,Saloon,Movie night,1240.38,Expense,INR,
2025-03-14,Netbanking,subscription,Edtech Course,Subscription renewal,2143.96,Expense,INR,
2025-05-17,Cash,beauty,grooming,Paid bill,3783.32,Expense,INR,
2025-02-03,Credit Card,culture,Movie,Subscription renewal,3267.64,Expense,INR,
2025-05-19,Netbanking,subscription,DishTV,Paid bill,3494.49,Expense,INR,
2025-04-16,Credit Card,recurring deposit,Recurring Deposit,UPI transfer,4964.26,Expense,INR,
2025-01-30,Credit Card,rent,Rent,Bought groceries,2714.67,Expense,INR,
2025-01-18,UPI,public provident fund,Public Provident Fund,Bought groceries,4379.43,Expense,INR,
2025-02-27,Netbanking,culture,Movie,Festival shopping,253.21,Expense,INR,
17/07/2017 12:58:38,Saving Bank account 1,transportation,Train,2 Place 0 to TB returns,40.0,Expense,INR,
2025-03-31,Cash,food,Milk,UPI transfer,2430.56,Expense,INR,
10/4/2017,Saving Bank account 1,equity mutual fund f,,,1000.0,Transfer-Out,INR,
2025-04-15,UPI,education,Stationary,Paid bill,3563.66,Expense,INR,
13/12/2017 17:42:27,Cash,family,Pocket money,,20.0,Expense,INR,
2025-03-17,Debit Card,transportation,Taxi,Online course,4341.75,Expense,INR,
2025-04-03,Netbanking,festivals,Diwali,Festival shopping,4016.18,Expense,INR,
2025-02-03,Debit Card,transportation,auto,UPI transfer,1512.07,Income,INR,
12/2/2018,Cash,food,flour mill,M D sure 3kg atta,162.0,Expense,INR,
2025-04-11,Netbanking,subscription,Amazon Prime,Festival shopping,1499.0,Expense,INR,
15/03/2018 16:27:45,Cash,food,Lunch,Catering Service,60.0,Expense,INR,
2025-06-14,Debit Card,rent,Rent,UPI transfer,1160.19,Income,INR,
2025-04-13,Debit Card,culture,Movie,UPI transfer,4698.65,Expense,INR,
2025-06-09,UPI,apparel,Footwear,Movie night,2974.37,Expense,INR,
21/03/2016 04:26:41,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,
13/12/2017 07:31:27,Saving Bank account 1,food,Milk,milk 1lit ,69.0,Expense,INR,
27/06/2017 09:32:15,Cash,health,Medicine,Cough-sills 4 pcs,12.0,Expense,INR,
2025-05-06,Debit Card,public provident fund,Public Provident Fund,Medical bill,2073.84,Expense,INR,
14/01/2018 10:54:48,Cash,transportation,auto,mumbai University Kalina to Santacruz station,40.0,Expense,INR,
2025-02-23,Credit Card,grooming,Saloon,Paid bill,1678.51,Expense,INR,
2025-05-25,Credit Card,food,Dinner,Online course,2213.77,Expense,INR,
1/8/2017,Saving Bank account 1,recurring deposit,,,1000.0,Transfer-Out,INR,
2025-05-02,Credit Card,apparel,Clothing,UPI transfer,4796.37,Expense,INR,
2025-05-11,Debit Card,subscription,Spotify,Lunch at cafe,119.0,Expense,INR,
3/1/2018,Saving Bank account 1,food,Milk,1 lit ,69.0,Expense,INR,
2025-06-06,Credit Card,food,Milk,Train ticket,2454.96,Expense,INR,
8/6/2017,Saving Bank account 1,food,Eggs,6 pcs,35.0,Expense,INR,
16/04/2018 18:26:44,Saving Bank account 1,household,Kirana,Supermart,265.0,Expense,INR,
2025-02-04,Debit Card,transportation,Train,Festival shopping,2522.09,Expense,INR,
2025-05-27,Debit Card,transportation,Train,Festival shopping,4747.54,Expense,INR,
2025-01-10,Credit Card,household,Kirana,Movie night,3762.66,Expense,INR,
2025-06-02,Debit Card,social life,Leisure,Movie night,1112.86,Expense,INR,
21/08/2016 08:54:35,Cash,other,,earphones,100.0,Expense,INR,
5/8/2015,Saving Bank account 1,investment,Mutual fund,ICICI prudential,1000.0,Expense,INR,
2025-02-08,Debit Card,gift,Gift,Subscription renewal,2431.39,Expense,INR,
2025-06-14,Credit Card,health,Medicine,Medical bill,977.79,Expense,INR,
2025-02-06,Credit Card,tourism,Trip,Medical bill,2016.75,Expense,INR,
2025-01-29,Cash,self-development,Self-development,Online course,4328.3,Expense,INR,
2025-03-23,UPI,apparel,Footwear,Paid bill,1000.22,Expense,INR,
10/2/2015,Cash,food,,tea,6.0,Expense,INR,
7/11/2015,Saving Bank account 1,investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR,
2025-02-22,Credit Card,beauty,grooming,Festival shopping,2738.59,Expense,INR,
8/3/2018,Cash,food,Milk,Half lit  milk,36.0,Expense,INR,
2025-01-29,Debit Card,self-development,Self-development,Lunch at cafe,991.91,Expense,INR,
16/04/2016 21:24:04,Cash,household,Toiletries,sensodyne toothbrush,50.0,Expense,INR,
2025-02-19,Debit Card,money transfer,Money transfer,Lunch at cafe,2394.69,Expense,INR,
2025-03-19,Netbanking,subscription,DishTV,UPI transfer,3244.64,Expense,INR,
2024-12-26,Cash,grooming,Saloon,Medical bill,648.95,Expense,INR,
1/4/2018,Saving Bank account 2,interest,,interest paid,345.15,Income,INR,
2025-01-03,Debit Card,transportation,Taxi,UPI transfer,2768.5,Expense,INR,
2025-01-20,Credit Card,family,Pocket money,Online course,823.96,Expense,INR,
2025-03-07,Netbanking,subscription,Airtel,Paid bill,3619.22,Expense,INR,
2025-06-13,Debit Card,money transfer,Money transfer,Subscription renewal,2372.81,Expense,INR,
13/01/2018 20:57:11,Cash,health,Medicine,Thyroid Tablets,740.0,Expense,INR,
2025-05-21,Netbanking,apparel,Footwear,Online course,1524.97,Expense,INR,
10/4/2018,Saving Bank account 1,gift,,farewell contribution,250.0,Expense,INR,
16/11/2017 05:55:14,Saving Bank account 1,food,Milk,1 lit ,70.0,Expense,INR,
25/01/2015 18:45:56,Cash,beauty,,hair cut,60.0,Expense,INR,
11/1/2015,Cash,transportation,,ola auto - wakad to GG skies,170.0,Expense,INR,
2025-04-02,Debit Card,transportation,auto,Lunch at cafe,4652.84,Expense,INR,
2025-04-29,Debit Card,grooming,Saloon,Festival shopping,2426.7,Expense,INR,
2025-05-13,Cash,beauty,grooming,UPI transfer,1322.37,Expense,INR,
2025-03-15,Netbanking,recurring deposit,Recurring Deposit,Train ticket,1524.96,Expense,INR,
2025-05-30,Cash,public provident fund,Public Provident Fund,UPI transfer,262.92,Expense,INR,
2025-02-01,Debit Card,transportation,Train,Paid bill,1158.03,Expense,INR,
2024-12-30,UPI,self-development,Self-development,Train ticket,4055.85,Expense,INR,
2025-06-06,UPI,food,Dinner,Train ticket,424.39,Expense,INR,
5/2/2015,Cash,food,,water jar,375.0,Expense,INR,
2025-02-20,Cash,rent,Rent,Online course,3805.53,Expense,INR,
6/1/2018,Saving Bank account 1,subscription,Mahanagar Gas,,810.0,Expense,INR,
5/8/2017,Credit Card,apparel,Clothing,Family's dresses,989.0,Expense,INR,
2025-05-25,Credit Card,food,Lunch,Paid bill,3076.11,Expense,INR,
2025-01-17,UPI,subscription,Airtel,Subscription renewal,3971.98,Expense,INR,
2025-05-28,Debit Card,food,Grocery,Online course,2137.29,Expense,INR,
15/09/2017 09:56:20,Saving Bank account 1,food,Milk,milk 1lit ,66.0,Expense,INR,
2025-05-05,Debit Card,subscription,Edtech Course,Lunch at cafe,2310.23,Expense,INR,
2024-12-26,Cash,food,snacks,Train ticket,324.52,Expense,INR,
2025-05-19,Cash,food,snacks,Movie night,944.14,Expense,INR,
2025-05-30,UPI,gift,Gift,Online course,169.4,Expense,INR,
2025-02-13,Debit Card,social life,Leisure,Bought groceries,2334.61,Expense,INR,
2025-03-25,UPI,education,Stationary,Subscription renewal,1609.43,Expense,INR,
2025-05-07,Credit Card,rent,Rent,Bought groceries,2786.42,Expense,INR,
12/2/2017,Saving Bank account 1,other,,laptop repair (format 350 + quick heal pro 500),850.0,Expense,INR,
17/05/2017 14:12:16,Saving Bank account 1,food,Lunch,Full egg fried rice 100 + Manchurian dry 100,210.0,Expense,INR,
2025-06-09,Debit Card,subscription,Spotify,Paid bill,179.0,Expense,INR,
2025-01-12,UPI,subscription,Spotify,Subscription renewal,25.0,Expense,INR,
25/06/2017 13:38:59,Cash,transportation,Train,Place 0 to WS return,10.0,Expense,INR,
2025-03-19,Credit Card,subscription,Amazon Prime,Train ticket,599.0,Expense,INR,
2025-03-01,Cash,investment,Mutual fund,Medical bill,2536.09,Expense,INR,
18/03/2017 09:41:44,Saving Bank account 1,food,Grocery,,160.0,Expense,INR,
2025-04-11,UPI,self-development,Self-development,Movie night,2553.44,Expense,INR,
2025-02-01,UPI,culture,Movie,Paid bill,1995.88,Expense,INR,
2025-06-13,UPI,food,Dinner,Paid bill,3191.74,Expense,INR,
2025-06-15,Cash,transportation,auto,Subscription renewal,4084.22,Expense,INR,
2025-04-30,UPI,tourism,Trip,Lunch at cafe,60.95,Expense,INR,
19/01/2018 22:24:20,Saving Bank account 1,household,Kirana,Amul butter,53.0,Expense,INR,
2025-05-06,Cash,grooming,Saloon,Movie night,693.07,Expense,INR,
2025-04-29,UPI,gift,Gift,Medical bill,523.27,Expense,INR,
2025-05-12,Credit Card,subscription,DishTV,Medical bill,2995.3,Expense,INR,
19/11/2016 12:12:00,Cash,food,Water,two water bottles,40.0,Expense,INR,
2025-03-03,Debit Card,subscription,Amazon Prime,Subscription renewal,299.0,Expense,INR,
2025-05-23,Cash,festivals,Diwali,Medical bill,4756.46,Expense,INR,
1/6/2016,Saving Bank account 1,money transfer,,,10000.0,Expense,INR,
2025-03-24,Cash,culture,Movie,Movie night,3763.9,Expense,INR,
2025-04-22,Credit Card,social life,Leisure,Online course,1861.82,Expense,INR,
28/06/2017 09:18:53,Cash,maid,,House Cleaning + washing utensils,2000.0,Expense,INR,
2025-03-29,Netbanking,festivals,Diwali,Subscription renewal,1247.31,Expense,INR,
2025-01-11,UPI,transportation,auto,Paid bill,3439.57,Expense,INR,
2025-01-19,Credit Card,food,Lunch,Festival shopping,3588.21,Expense,INR,
30/06/2017 07:57:44,Saving Bank account 1,salary,,From workplace ,56957.0,Income,INR,
2025-05-27,UPI,grooming,Saloon,Medical bill,3393.1,Income,INR,
19/01/2017 00:12:27,Saving Bank account 1,family,medicine,syrup,145.0,Expense,INR,
25/05/2017 08:47:34,Cash,transportation,Train,Place 0 to Vikhroli single,15.0,Expense,INR,
2025-05-24,Credit Card,subscription,Edtech Course,Paid bill,2188.21,Expense,INR,
6/5/2018,Saving Bank account 1,other,,From Family,3000.0,Income,INR,
2025-01-03,Credit Card,rent,Rent,Train ticket,4342.97,Expense,INR,
2025-05-07,Debit Card,food,Lunch,Medical bill,178.14,Expense,INR,
2025-04-02,Cash,health,Medicine,Movie night,2128.34,Income,INR,
18/03/2018 18:41:33,Credit Card,family,clothes,Belt + bow,498.0,Expense,INR,
2025-06-05,UPI,household,Appliances,Train ticket,891.94,Expense,INR,
2025-06-12,Netbanking,food,Lunch,Lunch at cafe,4870.81,Expense,INR,
2025-05-07,UPI,money transfer,Money transfer,Train ticket,334.89,Expense,INR,
2025-06-12,Netbanking,festivals,Holi,Train ticket,420.61,Expense,INR,
5/12/2016,Cash,family,medicine,tonic,155.0,Expense,INR,
23/05/2018 21:20:18,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,166.0,Expense,INR,
2025-03-05,Netbanking,food,Lunch,Subscription renewal,1000.84,Expense,INR,
2025-02-22,UPI,education,Stationary,Subscription renewal,4895.14,Expense,INR,
2025-03-04,UPI,gift,Gift,Online course,4505.68,Expense,INR,
2025-02-04,Debit Card,health,Medicine,Train ticket,2336.76,Expense,INR,
2025-03-16,Cash,recurring deposit,Recurring Deposit,Train ticket,1714.03,Expense,INR,
31/07/2018 18:01:20,Saving Bank account 1,money transfer,Home,,30000.0,Expense,INR,
2025-05-08,UPI,household,Kirana,Bought groceries,3806.43,Expense,INR,
14/01/2018 15:22:51,Cash,transportation,auto,station to Decathlon,20.0,Expense,INR,
2025-05-13,Debit Card,culture,Movie,Bought groceries,4375.03,Expense,INR,
2025-03-18,Netbanking,investment,Mutual fund,Lunch at cafe,257.19,Expense,INR,
2025-06-27 23:41:04,Cash,food,Sweets,,1000.0,Expense,INR,685edeb88b0cbb213aa84671
22/04/2017 09:06:19,Saving Bank account 1,transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR,
2025-03-11,Debit Card,education,Stationary,UPI transfer,795.71,Expense,INR,
2025-05-16,Credit Card,apparel,Footwear,Train ticket,3702.62,Expense,INR,
23/10/2017 21:28:37,Cash,household,Toiletries,Shampoo sachets,9.0,Expense,INR,
2025-01-10,Credit Card,subscription,DishTV,Bought groceries,3038.09,Expense,INR,
2025-03-04,UPI,food,Milk,UPI transfer,260.81,Expense,INR,
2025-03-14,UPI,food,Dinner,Medical bill,1926.59,Expense,INR,
2025-05-30,Cash,subscription,Netflix,Paid bill,149.0,Expense,INR,
2025-04-14,Netbanking,food,Dinner,Lunch at cafe,4867.62,Expense,INR,
2024-12-27,Credit Card,gift,Gift,Bought groceries,66.07,Expense,INR,
2025-01-06,Debit Card,food,Grocery,Lunch at cafe,1931.84,Expense,INR,
29/03/2015 20:08:01,Cash,health,Medicine,kala hit,269.0,Expense,INR,
2025-04-28,Netbanking,subscription,Airtel,Medical bill,2119.98,Expense,INR,
2025-03-22,Netbanking,other,Donation,Subscription renewal,2031.96,Expense,INR,
3/2/2018,Cash,gpay reward,,,6.0,Income,INR,
8/4/2015,Cash,food,Grocery,,156.0,Expense,INR,
12/9/2018,Credit Card,subscription,Mobile Service Provider,Data booster pack,667.0,Expense,INR,
2025-06-22,Credit Card,subscription,DishTV,UPI transfer,426.57,Expense,INR,
24/08/2017 16:09:59,Credit Card,household,home decor,2 Bedsheets (1500 each),3000.0,Expense,INR,
2025-05-22,Cash,transportation,auto,Festival shopping,3626.6,Expense,INR,
2025-04-16,UPI,transportation,Taxi,UPI transfer,981.19,Expense,INR,
2025-01-11,Debit Card,rent,Rent,Subscription renewal,3525.46,Expense,INR,
7/9/2018,Saving Bank account 1,equity mutual fund e,,,1000.0,Transfer-Out,INR,
5/6/2017,Saving Bank account 1,equity mutual fund a,,,1000.0,Transfer-Out,INR,
2025-04-15,Netbanking,household,Kirana,Subscription renewal,224.91,Expense,INR,
2025-06-20,Credit Card,social life,Leisure,UPI transfer,1123.82,Expense,INR,
2025-06-19,UPI,gift,Gift,Paid bill,3659.18,Expense,INR,
2025-03-25,UPI,self-development,Self-development,Lunch at cafe,1311.78,Expense,INR,
2025-05-11,Credit Card,transportation,Train,Subscription renewal,1260.04,Expense,INR,
2025-06-03,UPI,transportation,auto,Movie night,517.15,Expense,INR,
23/07/2017 15:57:31,Saving Bank account 1,household,Appliances,Tata sky STB (1299)+ 1 month recharge (226)+ extra wire 45meters(540),2065.0,Expense,INR,
2025-03-09,Netbanking,water (jar /tanker),water (jar /tanker),Medical bill,3782.61,Expense,INR,
28/02/2016 19:38:39,Saving Bank account 1,food,snacks,biscuits,70.0,Expense,INR,
2025-02-21,Debit Card,food,Grocery,Lunch at cafe,463.29,Expense,INR,
2025-01-24,Credit Card,food,Grocery,Subscription renewal,3743.37,Expense,INR,
2024-12-28,UPI,subscription,Spotify,Movie night,149.0,Expense,INR,
2025-02-13,Netbanking,subscription,Airtel,Online course,2414.68,Expense,INR,
2025-04-19,Netbanking,other,Donation,Train ticket,1955.87,Expense,INR,
4/2/2017,Cash,apparel,Laundry,clothes ironing,38.0,Expense,INR,
22/02/2018 19:19:32,Saving Bank account 1,food,Lunch,Catering Service,192.0,Expense,INR,
2025-02-04,Cash,rent,Rent,Online course,1378.45,Expense,INR,
2025-01-20,Cash,culture,Movie,Bought groceries,2178.69,Expense,INR,
2025-06-13,UPI,apparel,Clothing,Train ticket,4854.34,Expense,INR,
6/8/2017,Saving Bank account 1,food,breakfast,krack Jack biscuits,5.0,Expense,INR,
2025-04-29,Debit Card,festivals,Holi,Movie night,1398.21,Expense,INR,
2025-01-17,UPI,subscription,DishTV,Medical bill,4338.07,Expense,INR,
2025-05-26,Netbanking,transportation,Train,Train ticket,3899.43,Expense,INR,
2025-03-29,UPI,family,Pocket money,Online course,2083.58,Expense,INR,
23/04/2018 18:21:36,Saving Bank account 1,household,Kirana,Idli pith 1kg,38.0,Expense,INR,
2025-06-17,UPI,education,Stationary,Paid bill,170.51,Expense,INR,
2025-05-14,Netbanking,subscription,Spotify,Movie night,25.0,Expense,INR,
2025-02-26,Debit Card,rent,Rent,Medical bill,1134.24,Expense,INR,
2025-06-23,Credit Card,subscription,Airtel,Movie night,4298.93,Expense,INR,
13/11/2017 20:16:48,Saving Bank account 1,food,Grocery,Shev bhaji sev pav kg,60.0,Expense,INR,
2025-03-21,Credit Card,food,Dinner,Bought groceries,3379.59,Expense,INR,
2025-06-06,Netbanking,subscription,Netflix,Lunch at cafe,649.0,Expense,INR,
2025-02-18,Debit Card,festivals,Diwali,Train ticket,4632.89,Expense,INR,
2025-01-30,Cash,other,Donation,Lunch at cafe,4358.79,Expense,INR,
19/02/2018 09:47:14,Saving Bank account 1,food,snacks,2 kachori,24.0,Expense,INR,
2025-04-17,Credit Card,transportation,auto,Bought groceries,1292.65,Expense,INR,
2025-05-17,Credit Card,food,Grocery,Festival shopping,659.86,Expense,INR,
6/8/2017,Saving Bank account 1,gpay reward,,,6.0,Income,INR,
2025-06-05,UPI,health,Medicine,Bought groceries,217.55,Expense,INR,
2025-01-05,Cash,education,Stationary,Online course,2678.02,Expense,INR,
9/5/2017,Cash,food,Tea,,10.0,Expense,INR,
2025-01-25,UPI,self-development,Self-development,Train ticket,608.4,Expense,INR,
2025-05-12,Cash,food,Lunch,Paid bill,2778.48,Expense,INR,
2025-03-12,UPI,subscription,Spotify,Lunch at cafe,119.0,Expense,INR,
2025-03-05,Cash,gift,Gift,Subscription renewal,3952.73,Income,INR,
2025-03-11,Netbanking,subscription,Netflix,Movie night,649.0,Expense,INR,
2025-04-29,Netbanking,food,Milk,Paid bill,2688.87,Expense,INR,
2025-05-02,Debit Card,subscription,Edtech Course,Train ticket,1037.56,Expense,INR,
17/02/2018 19:27:16,Cash,transportation,Bike,Mall parking,20.0,Expense,INR,
25/06/2018 15:09:49,Saving Bank account 1,food,Lunch,Home Food Delivery,320.0,Expense,INR,
19/07/2018 20:25:13,Cash,food,curd,Dahi 4 packets,40.0,Expense,INR,
2025-01-28,Debit Card,food,Milk,Subscription renewal,4248.08,Expense,INR,
11/5/2017,Cash,food,Tea,,10.0,Expense,INR,
2025-04-14,UPI,subscription,Airtel,Bought groceries,2296.48,Expense,INR,
2025-05-04,UPI,family,Pocket money,Bought groceries,2021.25,Expense,INR,
31/01/2016 11:19:58,Saving Bank account 1,money transfer,,,10000.0,Expense,INR,
2025-05-03,Credit Card,tourism,Trip,Movie night,197.63,Expense,INR,
2025-05-20,Netbanking,household,Appliances,Bought groceries,3828.69,Expense,INR,
2025-04-13,Debit Card,gift,Gift,Subscription renewal,116.03,Expense,INR,
2025-04-09,UPI,subscription,DishTV,Festival shopping,4363.51,Expense,INR,
2025-01-22,Debit Card,subscription,Netflix,Movie night,649.0,Expense,INR,
2025-05-11,Netbanking,apparel,Footwear,UPI transfer,107.63,Expense,INR,
2025-05-21,UPI,money transfer,Money transfer,Online course,439.31,Expense,INR,
2025-04-06,Netbanking,subscription,Netflix,Lunch at cafe,199.0,Expense,INR,
1/6/2015,Saving Bank account 1,public provident fund,,,10000.0,Expense,INR,
