Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
2025-02-16,Credit Card,Family,Pocket money,Medical bill,3641.07,Expense,INR
2025-03-14,Cash,subscription,Amazon Prime,Subscription renewal,599.0,Expense,INR
2025-01-14,Credit Card,Food,snacks,Movie night,988.51,Expense,INR
2025-03-14,Cash,Tourism,Trip,Bought groceries,3920.89,Expense,INR
2025-03-04,Cash,subscription,DishTV,Subscription renewal,252.47,Expense,INR
2025-03-05,Credit Card,Apparel,Clothing,Subscription renewal,407.74,Income,INR
2025-01-04,UPI,Festivals,Holi,Festival shopping,3634.53,Expense,INR
2024-12-30,UPI,Transportation,Train,Online course,4873.42,Expense,INR
2025-04-24,Netbanking,subscription,Edtech Course,Online course,1051.34,Expense,INR
2025-02-12,UPI,subscription,DishTV,Train ticket,3265.81,Expense,INR
2025-01-21,Cash,Education,Stationary,Bought groceries,931.07,Expense,INR
2025-04-17,Netbanking,Festivals,Holi,Festival shopping,1371.29,Expense,INR
2025-02-15,Cash,Transportation,Taxi,Online course,3673.96,Expense,INR
2025-03-28,UPI,Tourism,Trip,Online course,3566.38,Expense,INR
2025-06-02,Netbanking,subscription,Tata Sky,Online course,2426.39,Expense,INR
2025-01-18,Netbanking,Food,Dinner,Online course,2884.28,Expense,INR
2025-04-02,UPI,Money transfer,Money transfer,Paid bill,1582.05,Expense,INR
2025-01-26,UPI,Money transfer,Money transfer,UPI transfer,2321.28,Expense,INR
2025-03-20,UPI,Tourism,Trip,Subscription renewal,2382.52,Expense,INR
2025-03-11,UPI,Food,Milk,Lunch at cafe,369.07,Expense,INR
2025-04-02,Debit Card,Transportation,auto,Train ticket,3579.21,Expense,INR
2025-01-11,UPI,Transportation,auto,Train ticket,1475.6,Expense,INR
2025-05-09,Cash,Apparel,Footwear,Paid bill,2249.63,Expense,INR
2025-06-17,UPI,subscription,Spotify,Paid bill,119.0,Expense,INR
2025-02-18,Cash,Food,Milk,UPI transfer,3377.05,Expense,INR
2025-02-14,Cash,Household,Kirana,Festival shopping,2228.46,Expense,INR
2025-06-08,Credit Card,subscription,Tata Sky,Medical bill,689.88,Expense,INR
2025-04-11,UPI,water (jar /tanker),water (jar /tanker),Lunch at cafe,3367.81,Expense,INR
2025-04-13,Debit Card,Public Provident Fund,Public Provident Fund,Movie night,4957.33,Income,INR
2025-03-09,Debit Card,Festivals,Diwali,Train ticket,1990.58,Expense,INR
2025-04-22,Credit Card,Social Life,Leisure,Online course,1861.82,Expense,INR
2025-02-24,UPI,Money transfer,Money transfer,Train ticket,2605.33,Expense,INR
2025-03-28,Cash,water (jar /tanker),water (jar /tanker),UPI transfer,2947.57,Expense,INR
2025-02-18,Debit Card,Festivals,Diwali,Train ticket,4632.89,Expense,INR
2025-04-12,Credit Card,Transportation,Train,Bought groceries,4053.91,Expense,INR
2025-02-24,Netbanking,Apparel,Clothing,Medical bill,914.63,Expense,INR
2025-02-02,Cash,subscription,Airtel,Movie night,1413.46,Expense,INR
2025-02-11,Cash,Rent,Rent,Subscription renewal,4363.12,Expense,INR
2025-02-08,UPI,Recurring Deposit,Recurring Deposit,Movie night,4539.87,Expense,INR
2025-03-17,Cash,subscription,Spotify,Subscription renewal,25.0,Expense,INR
2025-01-05,Credit Card,Food,Grocery,Train ticket,383.89,Expense,INR
2025-05-13,Debit Card,Tourism,Trip,Medical bill,3109.84,Expense,INR
2025-04-24,UPI,Food,Grocery,Medical bill,740.98,Expense,INR
2025-01-25,UPI,Transportation,Train,Movie night,1453.54,Expense,INR
2025-04-17,Debit Card,Recurring Deposit,Recurring Deposit,Medical bill,1811.51,Expense,INR
2025-03-04,Netbanking,Culture,Movie,Bought groceries,1680.9,Expense,INR
2025-03-26,Debit Card,Food,snacks,Bought groceries,1674.66,Expense,INR
2024-12-26,Debit Card,Apparel,Clothing,Paid bill,2998.47,Expense,INR
2025-06-05,Credit Card,Festivals,Diwali,UPI transfer,4684.12,Expense,INR
2025-03-19,Credit Card,Apparel,Clothing,UPI transfer,2385.29,Expense,INR
2025-01-23,UPI,Culture,Movie,Subscription renewal,2011.99,Expense,INR
2025-03-24,Debit Card,Household,Kirana,Lunch at cafe,4730.53,Expense,INR
2025-03-21,Credit Card,Money transfer,Money transfer,Subscription renewal,514.24,Expense,INR
2025-05-29,Debit Card,subscription,Tata Sky,UPI transfer,3874.48,Expense,INR
2025-01-15,Credit Card,Education,Stationary,Online course,1425.82,Expense,INR
2025-06-21,UPI,subscription,Tata Sky,UPI transfer,4555.3,Expense,INR
2025-03-23,Cash,Festivals,Holi,Movie night,1359.44,Expense,INR
2025-02-27,Credit Card,Rent,Rent,Online course,2106.58,Expense,INR
2025-03-24,Cash,Beauty,grooming,Medical bill,4630.63,Expense,INR
2025-06-12,Debit Card,Household,Appliances,Train ticket,3661.56,Expense,INR
2025-03-09,Cash,Education,Stationary,Online course,741.96,Expense,INR
2025-04-06,UPI,Culture,Movie,Paid bill,2655.6,Expense,INR
2025-05-25,Credit Card,Food,snacks,Lunch at cafe,2129.15,Expense,INR
2025-01-31,Debit Card,Family,Pocket money,Lunch at cafe,2179.44,Expense,INR
2025-05-19,Credit Card,subscription,Tata Sky,UPI transfer,3876.52,Expense,INR
2025-03-31,UPI,Tourism,Trip,Movie night,1304.64,Expense,INR
2025-06-19,Debit Card,Food,snacks,UPI transfer,428.0,Expense,INR
2025-02-06,UPI,Public Provident Fund,Public Provident Fund,Train ticket,2158.38,Expense,INR
2025-02-17,Credit Card,Food,Lunch,Movie night,555.38,Expense,INR
2025-03-16,Cash,Festivals,Holi,Paid bill,1266.74,Expense,INR
2025-01-23,Credit Card,Festivals,Holi,Lunch at cafe,1367.13,Expense,INR
2025-01-24,UPI,water (jar /tanker),water (jar /tanker),Lunch at cafe,1690.17,Expense,INR
2025-03-06,Netbanking,Beauty,grooming,Lunch at cafe,842.55,Expense,INR
2025-04-08,Netbanking,Gift,Gift,Train ticket,3887.36,Expense,INR
2024-12-26,Cash,Food,Milk,Lunch at cafe,324.41,Expense,INR
2025-03-07,Cash,Festivals,Holi,Online course,4452.14,Expense,INR
2024-12-28,UPI,Food,Dinner,Paid bill,4286.28,Expense,INR
2025-02-19,UPI,Money transfer,Money transfer,Medical bill,2538.2,Expense,INR
2025-05-17,Netbanking,subscription,Edtech Course,UPI transfer,2830.94,Expense,INR
2025-02-16,Netbanking,Festivals,Diwali,UPI transfer,562.61,Expense,INR
2024-12-29,Netbanking,Grooming,Saloon,Movie night,1373.04,Expense,INR
2025-03-14,Debit Card,Food,Lunch,UPI transfer,2387.11,Expense,INR
2025-01-21,Cash,Culture,Movie,Lunch at cafe,4296.14,Expense,INR
2025-05-15,Credit Card,subscription,DishTV,UPI transfer,743.0,Expense,INR
2025-01-25,Debit Card,Festivals,Holi,UPI transfer,2031.6,Expense,INR
2025-03-08,Debit Card,Family,Pocket money,Online course,3709.84,Expense,INR
2025-02-05,Credit Card,Food,snacks,Festival shopping,174.47,Expense,INR
2025-01-17,UPI,Other,Donation,Lunch at cafe,2665.25,Expense,INR
2025-02-08,Netbanking,Apparel,Footwear,Bought groceries,1341.89,Expense,INR
2025-02-23,Credit Card,Festivals,Diwali,Online course,4041.46,Expense,INR
2025-03-21,UPI,Tourism,Trip,Movie night,618.48,Expense,INR
2025-01-27,Debit Card,Apparel,Footwear,Subscription renewal,2222.66,Expense,INR
2025-02-06,Debit Card,Transportation,Train,Online course,371.78,Expense,INR
2025-01-25,Credit Card,Tourism,Trip,Online course,2486.37,Expense,INR
2025-03-15,Cash,Festivals,Diwali,Lunch at cafe,563.0,Expense,INR
2025-02-21,Credit Card,Tourism,Trip,Train ticket,4837.02,Expense,INR
2025-02-24,Netbanking,Social Life,Leisure,Movie night,3578.74,Expense,INR
2025-06-20,Netbanking,Household,Kirana,Festival shopping,789.73,Expense,INR
2025-06-03,Debit Card,subscription,Amazon Prime,Bought groceries,1499.0,Expense,INR
2025-02-16,Cash,Money transfer,Money transfer,Subscription renewal,3256.76,Expense,INR
2025-01-30,Cash,Self-development,Self-development,Festival shopping,523.83,Expense,INR
2025-01-13,Debit Card,Other,Donation,Bought groceries,3815.16,Expense,INR
2025-01-21,Cash,Gift,Gift,Medical bill,2706.06,Expense,INR
2025-01-05,UPI,Food,Lunch,Medical bill,1828.18,Expense,INR
2025-03-21,Cash,Food,Lunch,Medical bill,3804.24,Expense,INR
2025-04-05,UPI,Self-development,Self-development,Bought groceries,3497.51,Expense,INR
2025-01-18,Cash,Gift,Gift,Festival shopping,4134.44,Expense,INR
2025-04-26,Netbanking,Gift,Gift,Bought groceries,2843.48,Expense,INR
2025-05-04,Netbanking,Transportation,auto,Paid bill,1992.28,Expense,INR
2025-05-24,Credit Card,Festivals,Diwali,Subscription renewal,3791.4,Expense,INR
2025-02-20,UPI,subscription,Edtech Course,Lunch at cafe,1953.74,Expense,INR
2025-02-25,Netbanking,Food,Dinner,Medical bill,1531.14,Expense,INR
2025-04-11,Credit Card,Transportation,Taxi,Online course,3660.89,Expense,INR
2025-06-22,UPI,Rent,Rent,Online course,3241.58,Expense,INR
2025-04-17,Netbanking,subscription,Netflix,Medical bill,199.0,Expense,INR
2025-03-02,Netbanking,subscription,Spotify,Subscription renewal,119.0,Expense,INR
2025-06-09,Debit Card,Beauty,grooming,Bought groceries,2973.83,Expense,INR
2025-03-15,Netbanking,subscription,Netflix,Medical bill,649.0,Expense,INR
2025-05-18,Cash,Festivals,Holi,Paid bill,932.33,Expense,INR
2025-06-01,Netbanking,subscription,Tata Sky,Bought groceries,1918.46,Expense,INR
2025-01-24,Credit Card,Festivals,Holi,Bought groceries,1169.22,Expense,INR
2025-03-27,UPI,Family,Pocket money,Festival shopping,3640.79,Expense,INR
2025-05-30,UPI,Festivals,Diwali,Festival shopping,4598.31,Expense,INR
2025-03-27,Credit Card,Festivals,Diwali,Train ticket,2745.06,Expense,INR
2025-03-14,Credit Card,Food,snacks,Paid bill,808.19,Expense,INR
2024-12-27,Debit Card,water (jar /tanker),water (jar /tanker),Online course,664.57,Expense,INR
2025-02-28,Credit Card,Food,Milk,Train ticket,2535.31,Expense,INR
2025-01-07,Netbanking,Food,Grocery,Festival shopping,3904.84,Expense,INR
2025-01-22,Cash,subscription,Spotify,Subscription renewal,119.0,Income,INR
2025-01-09,Netbanking,Festivals,Diwali,Train ticket,3660.65,Expense,INR
2025-05-07,Credit Card,Festivals,Diwali,Paid bill,4284.57,Expense,INR
2025-03-12,UPI,Grooming,Saloon,Paid bill,3198.96,Income,INR
2025-06-20,Netbanking,Apparel,Footwear,Medical bill,2896.9,Expense,INR
2025-01-25,Netbanking,Education,Stationary,Paid bill,1260.43,Expense,INR
2025-05-11,Netbanking,Other,Donation,Lunch at cafe,838.68,Expense,INR
2025-05-10,Credit Card,Other,Donation,Bought groceries,1024.45,Expense,INR
2025-05-24,Netbanking,Beauty,grooming,Paid bill,4408.81,Income,INR
2025-03-04,Cash,Money transfer,Money transfer,UPI transfer,93.38,Expense,INR
2025-02-03,UPI,subscription,Airtel,Festival shopping,1564.08,Expense,INR
2025-06-13,UPI,Apparel,Footwear,Movie night,4001.78,Expense,INR
2025-04-11,Cash,Beauty,grooming,Lunch at cafe,3416.08,Income,INR
2025-04-15,Cash,Other,Donation,Online course,2349.1,Income,INR
2025-03-01,Debit Card,subscription,Spotify,UPI transfer,25.0,Expense,INR
2025-06-11,Cash,Household,Kirana,Paid bill,4926.92,Expense,INR
2025-05-28,Cash,Investment,Mutual fund,Online course,1149.61,Expense,INR
2025-04-17,Cash,Household,Appliances,Online course,1749.26,Expense,INR
2025-02-25,Debit Card,Education,Stationary,Train ticket,988.8,Expense,INR
2024-12-31,UPI,Apparel,Footwear,Subscription renewal,1916.76,Expense,INR
2025-01-07,Cash,Investment,Mutual fund,Festival shopping,3491.73,Expense,INR
2025-06-01,Cash,Gift,Gift,Medical bill,4875.98,Expense,INR
2025-02-10,Netbanking,Transportation,Train,Medical bill,4705.48,Expense,INR
2025-06-08,Netbanking,Apparel,Clothing,Medical bill,1720.54,Expense,INR
2025-02-14,Debit Card,Food,Grocery,Bought groceries,4967.98,Expense,INR
2025-03-22,Credit Card,Food,snacks,Medical bill,4670.22,Expense,INR
2025-04-04,UPI,Food,Grocery,Festival shopping,1185.98,Expense,INR
2025-03-24,Debit Card,Family,Pocket money,Festival shopping,1055.25,Expense,INR
2025-03-28,Cash,Beauty,grooming,Medical bill,2428.17,Expense,INR
2025-06-17,Debit Card,Food,Dinner,Bought groceries,2534.62,Expense,INR
2025-03-08,Credit Card,Apparel,Footwear,Train ticket,569.7,Expense,INR
2024-12-28,Credit Card,Recurring Deposit,Recurring Deposit,Festival shopping,3794.13,Expense,INR
2025-03-29,Cash,Investment,Mutual fund,Lunch at cafe,604.8,Expense,INR
2025-04-11,Debit Card,Food,snacks,Subscription renewal,900.46,Expense,INR
2025-06-04,Netbanking,Gift,Gift,Movie night,3950.24,Expense,INR
2025-04-07,Debit Card,Public Provident Fund,Public Provident Fund,Train ticket,4601.7,Expense,INR
2025-06-20,Debit Card,Tourism,Trip,Subscription renewal,2923.3,Expense,INR
2025-03-09,Credit Card,Beauty,grooming,Medical bill,853.88,Expense,INR
2025-02-03,Netbanking,Apparel,Footwear,Festival shopping,2997.88,Expense,INR
2024-12-31,Credit Card,Festivals,Holi,Subscription renewal,1294.28,Expense,INR
2025-04-17,Credit Card,Household,Kirana,Subscription renewal,2874.52,Expense,INR
2025-02-06,UPI,Food,snacks,Festival shopping,313.48,Expense,INR
2025-03-07,Credit Card,subscription,Tata Sky,Bought groceries,371.1,Expense,INR
2025-01-25,Debit Card,Festivals,Diwali,Medical bill,1185.29,Expense,INR
2025-04-14,Credit Card,Health,Medicine,Train ticket,925.51,Expense,INR
2025-01-28,Debit Card,Self-development,Self-development,Train ticket,4365.86,Expense,INR
2025-01-18,UPI,Public Provident Fund,Public Provident Fund,Bought groceries,4379.43,Expense,INR
2025-03-12,UPI,Grooming,Saloon,Subscription renewal,1431.31,Expense,INR
2025-06-01,Credit Card,Food,snacks,UPI transfer,3739.21,Expense,INR
2025-04-22,Credit Card,Festivals,Holi,Medical bill,1814.57,Expense,INR
2025-03-15,Cash,Transportation,auto,Train ticket,4103.05,Expense,INR
2025-05-04,UPI,Food,Grocery,Paid bill,4446.14,Expense,INR
2025-03-10,Netbanking,Apparel,Footwear,UPI transfer,2725.23,Expense,INR
2025-01-24,Cash,Health,Medicine,Subscription renewal,3368.16,Expense,INR
2024-12-27,Netbanking,Culture,Movie,Festival shopping,3144.26,Income,INR
2025-01-15,Credit Card,Apparel,Footwear,Lunch at cafe,3089.52,Expense,INR
2025-03-24,Cash,Culture,Movie,Movie night,3763.9,Expense,INR
2025-04-09,Debit Card,Food,Grocery,Movie night,3239.44,Expense,INR
2025-06-14,Debit Card,Rent,Rent,UPI transfer,1160.19,Income,INR
2025-01-29,Credit Card,Money transfer,Money transfer,Subscription renewal,1239.71,Income,INR
2025-01-30,Debit Card,Food,snacks,Paid bill,2147.4,Income,INR
2025-03-19,Credit Card,Money transfer,Money transfer,Medical bill,4317.43,Expense,INR
2025-01-27,Netbanking,subscription,Amazon Prime,Medical bill,599.0,Expense,INR
2025-02-25,UPI,Festivals,Holi,UPI transfer,2225.56,Expense,INR
2025-03-09,Debit Card,Social Life,Leisure,Paid bill,951.01,Expense,INR
2025-05-22,Cash,Other,Donation,UPI transfer,1531.07,Expense,INR
2025-05-10,Credit Card,Gift,Gift,Subscription renewal,338.69,Expense,INR
2025-03-02,UPI,Transportation,auto,Festival shopping,324.48,Expense,INR
2025-03-22,Credit Card,Household,Appliances,Lunch at cafe,607.75,Expense,INR
2025-06-08,Credit Card,subscription,Edtech Course,Festival shopping,4339.42,Expense,INR
2025-05-29,Netbanking,Money transfer,Money transfer,Medical bill,4825.61,Expense,INR
2025-05-04,Netbanking,Grooming,Saloon,Subscription renewal,1435.62,Expense,INR
2025-05-15,Credit Card,Food,snacks,Lunch at cafe,1012.94,Expense,INR
2025-04-24,Cash,Household,Appliances,UPI transfer,782.36,Expense,INR
2024-12-26,Debit Card,Transportation,Taxi,Movie night,3433.67,Expense,INR
2025-05-19,UPI,Food,Milk,Train ticket,1687.23,Expense,INR
2025-01-08,Cash,Food,snacks,Movie night,2808.94,Expense,INR
2025-04-11,Debit Card,Tourism,Trip,Movie night,2146.6,Expense,INR
2025-02-22,Cash,Food,Lunch,UPI transfer,4325.32,Expense,INR
2025-01-30,UPI,Social Life,Leisure,Bought groceries,2481.35,Expense,INR
2025-04-13,Cash,Rent,Rent,Train ticket,4102.84,Expense,INR
2025-03-28,UPI,Transportation,Train,Festival shopping,1003.43,Expense,INR
2025-03-05,Debit Card,Festivals,Holi,Bought groceries,1779.09,Expense,INR
2025-01-30,Debit Card,water (jar /tanker),water (jar /tanker),Paid bill,270.57,Expense,INR
2025-01-28,Debit Card,subscription,DishTV,Subscription renewal,4708.62,Expense,INR
2025-05-17,UPI,Apparel,Clothing,Paid bill,2320.91,Expense,INR
2024-12-26,Cash,Grooming,Saloon,Medical bill,648.95,Expense,INR
2025-04-20,Debit Card,Public Provident Fund,Public Provident Fund,Medical bill,996.63,Expense,INR
2025-06-09,Netbanking,Public Provident Fund,Public Provident Fund,UPI transfer,406.05,Expense,INR
2025-05-02,Credit Card,subscription,Edtech Course,Subscription renewal,2823.57,Expense,INR
2025-05-23,Debit Card,Food,Grocery,UPI transfer,2422.61,Expense,INR
2025-03-24,Credit Card,Self-development,Self-development,Medical bill,1470.62,Expense,INR
2025-03-18,Cash,Apparel,Footwear,Online course,2989.93,Expense,INR
2025-01-04,Debit Card,Transportation,auto,Medical bill,4857.5,Expense,INR
2025-02-19,UPI,subscription,Tata Sky,Train ticket,702.69,Expense,INR
2025-01-22,Netbanking,Food,snacks,Movie night,571.45,Expense,INR
2025-01-13,Netbanking,Apparel,Clothing,UPI transfer,3761.04,Expense,INR
2025-05-11,Credit Card,Food,Grocery,Paid bill,1388.93,Expense,INR
2025-02-15,Debit Card,subscription,Amazon Prime,Bought groceries,299.0,Expense,INR
2025-05-26,UPI,Tourism,Trip,Movie night,3122.68,Expense,INR
2025-06-08,UPI,Health,Medicine,Movie night,3535.95,Expense,INR
2025-03-09,Debit Card,subscription,Spotify,UPI transfer,25.0,Expense,INR
2025-03-14,Debit Card,Festivals,Holi,Lunch at cafe,4276.77,Expense,INR
2025-02-01,Debit Card,Social Life,Leisure,Paid bill,441.16,Expense,INR
2025-01-16,Cash,Gift,Gift,Movie night,3519.56,Expense,INR
2025-03-29,Debit Card,Food,Grocery,Medical bill,230.17,Expense,INR
2025-01-27,Cash,Money transfer,Money transfer,Movie night,3210.39,Expense,INR
2025-06-11,Cash,Grooming,Saloon,Paid bill,1038.8,Expense,INR
2025-01-22,Cash,Festivals,Diwali,Subscription renewal,3283.83,Income,INR
2025-05-30,Debit Card,Food,Grocery,UPI transfer,4064.9,Expense,INR
2025-05-01,Cash,Tourism,Trip,UPI transfer,4254.57,Expense,INR
2025-03-20,Credit Card,Education,Stationary,Subscription renewal,1790.08,Expense,INR
2025-03-08,UPI,Culture,Movie,Lunch at cafe,2588.46,Expense,INR
2025-01-12,Debit Card,Public Provident Fund,Public Provident Fund,Online course,3903.31,Expense,INR
2025-05-22,Netbanking,subscription,Airtel,Medical bill,1819.76,Expense,INR
2025-01-29,Debit Card,Social Life,Leisure,Bought groceries,4805.76,Expense,INR
2025-03-10,UPI,Self-development,Self-development,Medical bill,1925.61,Expense,INR
2025-02-26,UPI,water (jar /tanker),water (jar /tanker),UPI transfer,4364.68,Expense,INR
2025-02-11,Cash,Transportation,Taxi,Subscription renewal,2898.92,Expense,INR
2025-03-01,Debit Card,Transportation,Train,Subscription renewal,1653.48,Expense,INR
2025-02-08,Cash,Recurring Deposit,Recurring Deposit,Train ticket,4500.95,Expense,INR
2025-04-02,UPI,Money transfer,Money transfer,Subscription renewal,1664.95,Expense,INR
2025-03-15,Credit Card,Health,Medicine,Online course,3520.76,Expense,INR
2025-02-14,Debit Card,Tourism,Trip,Lunch at cafe,2555.97,Expense,INR
2025-03-08,Credit Card,Household,Appliances,Movie night,4659.22,Expense,INR
2025-02-22,Cash,Food,Dinner,Movie night,149.0,Expense,INR
2025-05-01,Cash,water (jar /tanker),water (jar /tanker),Lunch at cafe,2146.39,Expense,INR
2025-06-20,Credit Card,Household,Appliances,Subscription renewal,697.55,Expense,INR
2024-12-29,Credit Card,Gift,Gift,Online course,2532.87,Expense,INR
2025-05-17,Netbanking,Beauty,grooming,Bought groceries,236.95,Expense,INR
2025-02-06,Credit Card,subscription,Airtel,UPI transfer,2575.3,Expense,INR
2025-01-09,Cash,water (jar /tanker),water (jar /tanker),UPI transfer,4318.53,Expense,INR
2025-04-07,Debit Card,subscription,Spotify,Bought groceries,119.0,Income,INR
2025-01-01,Cash,Public Provident Fund,Public Provident Fund,UPI transfer,852.99,Expense,INR
2025-02-19,Debit Card,Festivals,Diwali,Subscription renewal,1683.57,Expense,INR
2025-03-20,Debit Card,Recurring Deposit,Recurring Deposit,Medical bill,1314.67,Expense,INR
2025-04-06,Cash,Public Provident Fund,Public Provident Fund,UPI transfer,2987.49,Expense,INR
2025-03-23,UPI,Food,Grocery,Movie night,3823.18,Expense,INR
2025-02-08,Netbanking,Investment,Mutual fund,Movie night,2753.54,Expense,INR
2024-12-31,UPI,Grooming,Saloon,Lunch at cafe,4607.31,Expense,INR
2025-02-28,Netbanking,Transportation,Train,Train ticket,1306.92,Expense,INR
2025-04-26,Netbanking,subscription,Netflix,UPI transfer,199.0,Income,INR
2025-02-26,Netbanking,Grooming,Saloon,Bought groceries,3282.24,Expense,INR
2025-03-12,UPI,Food,Grocery,Medical bill,4020.59,Expense,INR
2025-06-22,UPI,Transportation,auto,Paid bill,3191.03,Expense,INR
2025-03-01,Cash,Food,snacks,Paid bill,2919.07,Expense,INR
2025-05-08,Debit Card,Grooming,Saloon,Train ticket,3044.77,Expense,INR
2025-02-25,Cash,Apparel,Clothing,Movie night,3220.92,Expense,INR
2025-06-19,UPI,Food,Dinner,Train ticket,687.92,Expense,INR
2025-02-26,Netbanking,subscription,Tata Sky,Movie night,1334.72,Expense,INR
2025-05-03,UPI,Recurring Deposit,Recurring Deposit,Online course,2551.18,Expense,INR
2025-04-30,UPI,Other,Donation,Online course,4926.18,Expense,INR
2025-02-15,UPI,Other,Donation,Festival shopping,848.56,Expense,INR
2025-06-17,Cash,Investment,Mutual fund,Train ticket,250.93,Expense,INR
2025-03-05,Cash,Gift,Gift,Paid bill,396.33,Expense,INR
2025-05-23,Netbanking,Household,Kirana,Movie night,4008.22,Expense,INR
2025-04-06,Cash,Family,Pocket money,Movie night,3134.66,Expense,INR
2025-02-11,Credit Card,subscription,Spotify,Subscription renewal,7.0,Expense,INR
2025-01-19,Debit Card,Social Life,Leisure,Movie night,4462.79,Expense,INR
2025-05-31,Debit Card,Health,Medicine,UPI transfer,2992.3,Expense,INR
2025-05-19,Netbanking,subscription,Tata Sky,Online course,1876.98,Expense,INR
2025-06-07,Cash,Transportation,Taxi,Festival shopping,3272.2,Expense,INR
2025-02-19,Netbanking,Self-development,Self-development,Paid bill,4449.16,Expense,INR
2025-05-31,Debit Card,Other,Donation,Paid bill,2794.78,Expense,INR
2025-02-19,Debit Card,Money transfer,Money transfer,Lunch at cafe,2785.72,Expense,INR
2025-05-25,UPI,Apparel,Footwear,Paid bill,2303.34,Expense,INR
2025-05-23,UPI,Household,Appliances,Medical bill,2121.76,Expense,INR
2025-01-04,UPI,Food,snacks,Paid bill,2561.46,Expense,INR
2025-01-15,Netbanking,subscription,Tata Sky,Festival shopping,4852.65,Expense,INR
2025-04-18,Netbanking,Food,Grocery,Medical bill,1831.16,Expense,INR
2025-03-26,Netbanking,Beauty,grooming,Festival shopping,4172.11,Expense,INR
2025-04-30,Cash,subscription,Airtel,Bought groceries,3397.7,Expense,INR
2025-06-23,UPI,Food,Grocery,Subscription renewal,2354.03,Expense,INR
2025-01-31,Debit Card,Rent,Rent,Bought groceries,735.07,Expense,INR
2025-04-17,Debit Card,Self-development,Self-development,Subscription renewal,125.83,Expense,INR
2025-05-04,Netbanking,Money transfer,Money transfer,UPI transfer,4666.05,Expense,INR
2025-01-01,Netbanking,subscription,Airtel,Lunch at cafe,669.88,Expense,INR
2025-01-27,Cash,Rent,Rent,Bought groceries,1936.19,Expense,INR
2025-01-22,Netbanking,Self-development,Self-development,Lunch at cafe,3344.28,Expense,INR
2025-03-15,Netbanking,Grooming,Saloon,Medical bill,2556.67,Expense,INR
2025-02-23,UPI,Festivals,Holi,Medical bill,1839.35,Expense,INR
2025-01-24,Credit Card,Household,Kirana,Lunch at cafe,3218.16,Income,INR
2025-03-20,Credit Card,subscription,Tata Sky,Subscription renewal,2421.42,Expense,INR
2025-05-13,UPI,Health,Medicine,Subscription renewal,4905.22,Expense,INR
2025-06-18,UPI,Rent,Rent,Online course,3698.23,Expense,INR
2025-06-17,Debit Card,Household,Kirana,Subscription renewal,3574.21,Expense,INR
2025-02-25,Cash,Food,Dinner,Movie night,3520.71,Expense,INR
2025-01-14,Debit Card,Family,Pocket money,Festival shopping,3585.96,Expense,INR
2025-02-09,Debit Card,Apparel,Footwear,UPI transfer,202.34,Expense,INR
2025-05-01,Credit Card,subscription,Airtel,Subscription renewal,3232.9,Expense,INR
2025-06-22,Credit Card,subscription,Tata Sky,Medical bill,3860.8,Expense,INR
2025-03-03,UPI,Recurring Deposit,Recurring Deposit,Festival shopping,922.76,Expense,INR
2025-01-07,Netbanking,subscription,Netflix,Movie night,199.0,Expense,INR
2025-05-21,Cash,Education,Stationary,Medical bill,1297.43,Expense,INR
2025-04-18,Credit Card,water (jar /tanker),water (jar /tanker),Festival shopping,3483.7,Expense,INR
2025-04-24,Debit Card,Social Life,Leisure,Movie night,2759.58,Expense,INR
2025-04-12,UPI,Self-development,Self-development,Bought groceries,1019.48,Expense,INR
2025-01-30,Cash,Food,Milk,Bought groceries,3699.89,Expense,INR
2025-03-20,UPI,Food,Lunch,Festival shopping,4130.31,Expense,INR
2025-01-12,Debit Card,Health,Medicine,Online course,2212.96,Expense,INR
2024-12-27,Credit Card,Gift,Gift,Bought groceries,66.07,Expense,INR
2025-05-01,Netbanking,Self-development,Self-development,Subscription renewal,2633.65,Expense,INR
2025-03-07,UPI,Household,Appliances,Movie night,4248.51,Income,INR
2025-03-29,Debit Card,Food,Milk,Movie night,4563.17,Expense,INR
2025-01-31,Netbanking,Apparel,Clothing,UPI transfer,2352.08,Expense,INR
2025-03-11,Debit Card,Gift,Gift,Movie night,4300.87,Expense,INR
2025-06-10,Debit Card,Transportation,Taxi,Train ticket,4251.84,Expense,INR
2025-01-08,Cash,Culture,Movie,Bought groceries,2628.27,Expense,INR
2025-03-11,Netbanking,subscription,Netflix,Train ticket,499.0,Expense,INR
2025-01-29,Cash,subscription,Airtel,Train ticket,3135.97,Expense,INR
2025-06-08,Netbanking,Gift,Gift,Bought groceries,3433.5,Expense,INR
2025-05-17,Netbanking,Festivals,Diwali,Festival shopping,181.84,Expense,INR
2025-03-04,Netbanking,Transportation,auto,Festival shopping,3403.77,Expense,INR
2025-01-05,Credit Card,Beauty,grooming,Bought groceries,694.71,Expense,INR
2025-03-31,Debit Card,Education,Stationary,Train ticket,3691.7,Expense,INR
2025-03-04,Credit Card,Household,Kirana,Paid bill,4762.09,Expense,INR
2025-05-09,Credit Card,Public Provident Fund,Public Provident Fund,Medical bill,2083.47,Income,INR
2025-02-13,Credit Card,Education,Stationary,Bought groceries,2168.3,Expense,INR
2025-03-06,Netbanking,Culture,Movie,UPI transfer,4868.46,Expense,INR
2025-01-28,Netbanking,Food,snacks,Subscription renewal,1936.12,Expense,INR
