Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
8/4/2015,Cash,Food,Grocery,,156.0,Expense,INR
7/4/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR
7/4/2015,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
6/4/2015,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
5/4/2015,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
4/4/2015,Cash,Food,Grocery,,287.0,Expense,INR
4/4/2015,Credit Card,Food,Grocery,,889.0,Expense,INR
4/4/2015,Cash,Other,,cleaning drainage,300.0,Expense,INR
4/4/2015,Cash,garbage disposal,,,50.0,Expense,INR
2/4/2015,Cash,Cook,,,5000.0,Expense,INR
1/4/2015,Cash,Food,Grocery,toothbrush + biscuits,50.0,Expense,INR
31/03/2015 13:00:05,Saving Bank account 1,Salary,,From workplace ,70806.0,Income,INR
29/03/2015 20:08:01,Cash,Health,Medicine,kala hit,269.0,Expense,INR
29/03/2015 20:06:39,Cash,Food,Grocery,,150.0,Expense,INR
25/03/2015 14:02:02,Cash,water (jar /tanker),,,20.0,Expense,INR
24/03/2015 08:52:41,Cash,Food,Milk,,26.0,Expense,INR
23/03/2015 13:19:44,Credit Card,Food,Grocery,,433.8,Expense,INR
23/03/2015 13:17:56,Cash,water (jar /tanker),,refilling,20.0,Expense,INR
20/03/2015 21:36:58,Cash,Apparel,Laundry,dry cleaning,100.0,Expense,INR
20/03/2015 19:08:18,Credit Card,Health,Hospital,dentist check-up,3700.0,Expense,INR
19/03/2015 16:08:23,Cash,Household,Kitchen,cooker ring,50.0,Expense,INR
18/03/2015 18:27:14,Cash,Food,snacks,samosa+tea+veg cheese grill sandwich,53.0,Expense,INR
18/03/2015 13:22:02,Cash,Food,Lunch,dal fry and chapati,25.0,Expense,INR
18/03/2015 10:56:33,Cash,Food,breakfast,aloo paratha,20.0,Expense,INR
18/03/2015 09:25:24,Cash,Food,Milk,,26.0,Expense,INR
17/03/2015 16:21:18,Cash,Other,,laptop repair,450.0,Expense,INR
16/03/2015 21:30:08,Cash,Health,Hospital,dentist check-up,1000.0,Expense,INR
16/03/2015 16:38:08,Cash,Food,Tea,,20.0,Expense,INR
15/03/2015 18:39:12,Cash,Apparel,Clothing,altering,30.0,Expense,INR
15/03/2015 18:38:29,Cash,Food,Milk,shakti + bread,36.0,Expense,INR
15/03/2015 18:38:44,Cash,Other,,cycle air pumping,5.0,Expense,INR
14/03/2015 19:21:18,Cash,Apparel,Laundry,ironing,40.0,Expense,INR
14/03/2015 09:11:06,Cash,Food,Milk,,26.0,Expense,INR
13/03/2015 15:01:05,Cash,Transportation,auto,to office,10.0,Expense,INR
12/3/2015,Credit Card,Health,Hospital,root canal due,1900.0,Expense,INR
12/3/2015,Cash,Food,Tea,,30.0,Expense,INR
11/3/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR
11/3/2015,Cash,Food,Tea,,8.0,Expense,INR
10/3/2015,Saving Bank account 1,Transportation,train,train - ddr to brc cancellation charges,11.8,Expense,INR
10/3/2015,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
10/3/2015,Saving Bank account 1,Transportation,train,train - brc to ddr cancellation charges,11.8,Expense,INR
10/3/2015,Cash,Transportation,Train,Place 0 to Bandra,20.0,Expense,INR
10/3/2015,Cash,Transportation,auto,Current Residence to Place 0,10.0,Expense,INR
10/3/2015,Cash,Transportation,auto,Bandra to Bandra terminus,20.0,Expense,INR
9/3/2015,Saving Bank account 1,Other,,Amazon prime,129.0,Expense,INR
9/3/2015,Cash,Other,,print out,6.0,Expense,INR
7/3/2015,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
7/3/2015,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR
6/3/2015,Cash,Transportation,auto,B45 to brc,10.0,Expense,INR
6/3/2015,Cash,Food,beverage,orange juice,25.0,Expense,INR
6/3/2015,Cash,Transportation,auto,to office,10.0,Expense,INR
5/3/2015,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
5/3/2015,Cash,Beauty,grooming,,40.0,Expense,INR
4/3/2015,Cash,Food,beverage,mosambi juice,25.0,Expense,INR
3/3/2015,Cash,water (jar /tanker),,water jar,108.0,Expense,INR
3/3/2015,Cash,garbage disposal,,,17.0,Expense,INR
3/3/2015,Cash,maid,,,333.0,Expense,INR
3/3/2015,Cash,Cook,,,1667.0,Expense,INR
3/3/2015,Cash,Health,Medicine,painkillers,82.0,Expense,INR
3/3/2015,Cash,Health,Hospital,root canal advance,3000.0,Expense,INR
2/3/2015,Cash,Food,Tea,,30.0,Expense,INR
2/3/2015,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
2/3/2015,Saving Bank account 1,Rent,,,2833.0,Expense,INR
2/3/2015,Cash,Health,Medicine,painkillers,226.0,Expense,INR
2/3/2015,Cash,Health,Hospital,dentist check-up,300.0,Expense,INR
2/3/2015,Cash,Food,Lunch,canteen lunch,25.0,Expense,INR
2/3/2015,Cash,Transportation,auto,to office,10.0,Expense,INR
2/3/2015,Cash,Food,breakfast,2 uttapam,40.0,Expense,INR
1/3/2015,Cash,Food,fruits,bananas,20.0,Expense,INR
1/3/2015,Cash,Food,Dinner,At restaurant,80.0,Expense,INR
1/3/2015,Saving Bank account 1,Food,Lunch,chicken manchow soup,88.0,Expense,INR
1/3/2015,Cash,Food,Tea,,6.0,Expense,INR
28/02/2015 17:30:58,Saving Bank account 1,Salary,,From workplace ,49806.0,Income,INR
28/02/2015 11:33:42,Cash,Food,Milk,,26.0,Expense,INR
28/02/2015 17:48:39,Cash,Food,Lunch,chicken thali,55.0,Expense,INR
28/02/2015 17:48:39,Cash,Food,Tea,,20.0,Expense,INR
26/02/2015 20:06:17,Cash,Food,Tea,,6.0,Expense,INR
26/02/2015 20:06:17,Cash,Transportation,auto,office to vasna road,60.0,Expense,INR
26/02/2015 20:05:39,Cash,Food,Grocery,eggs,30.0,Expense,INR
26/02/2015 20:05:31,Cash,Food,Milk,,26.0,Expense,INR
24/02/2015 22:10:01,Cash,Food,Grocery,vegetable,160.0,Expense,INR
24/02/2015 05:47:03,Cash,Transportation,auto,ola auto - BRC to b45,66.0,Expense,INR
24/02/2015 05:46:53,Cash,Food,Tea,,10.0,Expense,INR
23/02/2015 21:15:40,Cash,Transportation,auto,Bandra to Bandra terminus,20.0,Expense,INR
23/02/2015 19:37:47,Cash,Transportation,Train,Place 0 to Bandra,20.0,Expense,INR
23/02/2015 18:39:59,Cash,Apparel,Footwear,shoe polish,20.0,Expense,INR
23/02/2015 15:43:13,Credit Card,Transportation,train,to and fro Mum to BRC,526.0,Expense,INR
23/02/2015 09:19:54,Saving Bank account 1,Other,,splitwise settlement,4118.0,Expense,INR
19/02/2015 20:52:01,Cash,Health,Health,face mask,45.0,Expense,INR
19/02/2015 20:51:37,Cash,Health,Medicine,koflet,34.0,Expense,INR
19/02/2015 11:38:58,Cash,Food,,milk 1lit ,60.0,Expense,INR
17/02/2015 08:20:06,Cash,Food,,dinner,227.0,Expense,INR
16/02/2015 11:38:58,Saving Bank account 1,Food,,kaju katli 250gm,249.0,Expense,INR
16/02/2015 10:18:40,Cash,Transportation,,local - Place 0 to Place 5 return,30.0,Expense,INR
15/02/2015 21:37:45,Cash,Household,,mixer repair,250.0,Expense,INR
15/02/2015 19:57:00,Cash,Other,,Internet renewal,500.0,Expense,INR
15/02/2015 19:55:31,Cash,Food,,pani puri,20.0,Expense,INR
15/02/2015 19:54:41,Cash,Transportation,,local - vadala road to Place 0,15.0,Expense,INR
15/02/2015 19:54:13,Cash,Transportation,,taxi - dadar to vadala road,34.0,Expense,INR
15/02/2015 08:40:26,Cash,Food,,tea,20.0,Expense,INR
15/02/2015 08:40:08,Cash,Food,,bread,15.0,Expense,INR
13/02/2015 09:08:59,Saving Bank account 1,Food,,chana chat + tea,21.0,Expense,INR
13/02/2015 09:08:59,Cash,Food,,milk half shakti,27.0,Expense,INR
12/2/2015,Cash,Food,,Kurkure,10.0,Expense,INR
12/2/2015,Cash,Food,,tea,12.0,Expense,INR
12/2/2015,Cash,Food,,tea,10.0,Expense,INR
11/2/2015,Cash,Food,,paneer 150 gm,54.0,Expense,INR
11/2/2015,Saving Bank account 1,Food,,bread pakoda + tea,26.0,Expense,INR
10/2/2015,Cash,Food,,grocery,60.0,Expense,INR
10/2/2015,Saving Bank account 1,Food,,tea + kachuri,18.0,Expense,INR
10/2/2015,Cash,Food,,tea,6.0,Expense,INR
9/2/2015,Cash,Food,,paneer,35.0,Expense,INR
9/2/2015,Cash,Food,,farsan + khari sing,150.0,Expense,INR
9/2/2015,Saving Bank account 1,Transportation,,train - brc to mmct,176.0,Expense,INR
8/2/2015,Saving Bank account 1,Food,,egg fried rice,86.0,Expense,INR
8/2/2015,Saving Bank account 1,Other,,deo and amul milk,371.0,Expense,INR
8/2/2015,Saving Bank account 1,Other,,Internet renewal,3400.0,Expense,INR
8/2/2015,Cash,Food,,tea + biscuits,30.0,Expense,INR
7/2/2015,Cash,Food,,tea,6.0,Expense,INR
5/2/2015,Cash,Food,,water jar,375.0,Expense,INR
5/2/2015,Cash,Food,,bhel,40.0,Expense,INR
5/2/2015,Cash,Food,,snacks,21.0,Expense,INR
4/2/2015,Credit Card,Food,,grocery,1178.0,Expense,INR
4/2/2015,Cash,Food,,tea,30.0,Expense,INR
4/2/2015,Cash,Food,,milk half shakti,26.0,Expense,INR
3/2/2015,Cash,Food,,12 eggs,70.0,Expense,INR
3/2/2015,Cash,Food,,tea,10.0,Expense,INR
3/2/2015,Cash,Food,,grocery,107.0,Expense,INR
3/2/2015,Cash,Other,,shoe repair,100.0,Expense,INR
3/2/2015,Cash,Food,,chana chat + kachori,27.0,Expense,INR
3/2/2015,Cash,Other,,garbage collector,50.0,Expense,INR
2/2/2015,Saving Bank account 1,Other,,Permanent Residence money transfer,10000.0,Expense,INR
2/2/2015,Cash,Food,,milk half shakti,26.0,Expense,INR
2/2/2015,Cash,Food,,5 eggs,30.0,Expense,INR
1/2/2015,Cash,Food,,milk half shakti,26.0,Expense,INR
1/2/2015,Cash,Household,,electricity bill,784.0,Expense,INR
1/2/2015,Cash,Apparel,,undergarments,248.0,Expense,INR
31/01/2015 16:14:27,Cash,Food,,bananas,20.0,Expense,INR
31/01/2015 16:14:27,Cash,Food,,bhindi,40.0,Expense,INR
30/01/2015 23:10:04,Cash,Transportation,,auto - Genda circle to b45,100.0,Expense,INR
30/01/2015 23:10:04,Cash,Food,,dinner treat,1004.0,Expense,INR
29/01/2015 07:30:48,Cash,Food,,milk half shakti,26.0,Expense,INR
29/01/2015 07:30:48,Cash,Food,,good day biscuits,38.0,Expense,INR
29/01/2015 07:30:48,Cash,Food,,samosa,15.0,Expense,INR
27/01/2015 18:34:20,Cash,Food,,chana chat,15.0,Expense,INR
27/01/2015 18:34:10,Cash,Food,,tea,30.0,Expense,INR
26/01/2015 19:39:39,Cash,Food,,milk half shakti,26.0,Expense,INR
26/01/2015 07:42:43,Cash,Food,,paav,30.0,Expense,INR
26/01/2015 07:40:05,Credit Card,Food,,grocery,311.0,Expense,INR
25/01/2015 18:45:56,Cash,Beauty,,hair cut,60.0,Expense,INR
24/01/2015 16:17:57,Cash,Food,,tea,30.0,Expense,INR
22/01/2015 16:44:45,Cash,Food,,tea,20.0,Expense,INR
22/01/2015 16:44:45,Cash,Food,,snacks,33.0,Expense,INR
21/01/2015 18:17:03,Cash,Food,,grocery,120.0,Expense,INR
21/01/2015 18:17:03,Cash,Household,,broom,60.0,Expense,INR
21/01/2015 18:17:03,Cash,Food,,samosa + 2 tea,27.0,Expense,INR
21/01/2015 13:12:12,Cash,Transportation,,train - bdts to brc,264.0,Expense,INR
21/01/2015 13:11:41,Credit Card,Transportation,,train - brc to mmct,138.0,Expense,INR
21/01/2015 09:32:34,Cash,Food,,milk half gold,28.0,Expense,INR
21/01/2015 09:05:41,Cash,Food,,shev,50.0,Expense,INR
20/01/2015 09:32:18,Cash,Food,,srikhand,65.0,Expense,INR
19/01/2015 07:34:00,Cash,Food,,milk half gold,29.0,Expense,INR
18/01/2015 07:33:20,Cash,Food,,vegetable,60.0,Expense,INR
18/01/2015 07:31:42,Cash,Food,,tea,8.0,Expense,INR
18/01/2015 07:31:42,Cash,Food,,milk half gold,29.0,Expense,INR
16/01/2015 16:33:49,Cash,Transportation,,auto - GTR to hospital,30.0,Expense,INR
16/01/2015 16:32:42,Cash,Transportation,,auto - Alk to GTR,50.0,Expense,INR
16/01/2015 16:30:51,Cash,Transportation,,auto -  to race course,10.0,Expense,INR
15/01/2015 22:22:20,Cash,Food,,Ratri Bazar,155.0,Expense,INR
15/01/2015 18:23:11,Cash,Transportation,,auto - Amit nagar to b45,100.0,Expense,INR
15/01/2015 18:23:03,Cash,Food,,tea,10.0,Expense,INR
14/01/2015 23:38:24,Cash,Food,,3 bananas,13.0,Expense,INR
14/01/2015 15:35:57,Cash,Food,,Lunch - chicken fried rice + chicken soup,120.0,Expense,INR
14/01/2015 12:42:56,Saving Bank account 1,Transportation,,travels - Mumbai to brc,760.0,Expense,INR
13/01/2015 18:52:47,Cash,Other,,Internet renewal,500.0,Expense,INR
13/01/2015 18:52:47,Cash,Food,,tea,10.0,Expense,INR
12/1/2015,Cash,Transportation,,bus - Chinchwad to kala,175.0,Expense,INR
12/1/2015,Cash,Transportation,,ola auto - to Chinchwad transport bus stop,61.0,Expense,INR
11/1/2015,Cash,Beauty,,shaving,50.0,Expense,INR
11/1/2015,Cash,Transportation,,ola auto - wakad to GG skies,170.0,Expense,INR
10/1/2015,Cash,Transportation,,auto -hospital to bridge,50.0,Expense,INR
10/1/2015,Saving Bank account 1,Transportation,,travels - brc to pune,650.0,Expense,INR
10/1/2015,Cash,Other,,garbage collector,50.0,Expense,INR
10/1/2015,Cash,Food,,tea,20.0,Expense,INR
9/1/2015,Cash,Food,,sprout chat,20.0,Expense,INR
9/1/2015,Cash,Other,,participation fee - corporate cricket league,650.0,Expense,INR
8/1/2015,Cash,Food,,tea+ bourbon,20.0,Expense,INR
7/1/2015,Cash,Food,,sprout chat+tea+guava drink,31.0,Expense,INR
6/1/2015,Cash,Food,,sprout chat,15.0,Expense,INR
6/1/2015,Cash,Food,,tea,15.0,Expense,INR
5/1/2015,Cash,Other,,rent,2833.0,Expense,INR
5/1/2015,Cash,Other,,maid,333.0,Expense,INR
5/1/2015,Saving Bank account 1,Food,,dinner,135.0,Expense,INR
5/1/2015,Cash,Other,,cook,2250.0,Expense,INR
4/1/2015,Cash,Food,,shev,35.0,Expense,INR
4/1/2015,Cash,Food,,tea,20.0,Expense,INR
4/1/2015,Cash,Food,,rice,175.0,Expense,INR
4/1/2015,Saving Bank account 1,Other,,Public Provident Fund,10000.0,Expense,INR
3/1/2015,Saving Bank account 1,Other,,cricket expenses,223.0,Expense,INR
3/1/2015,Cash,Food,,water jar,350.0,Expense,INR
3/1/2015,Cash,Food,,milk half gold + 2 packs bourbon biscuits,49.0,Expense,INR
2/1/2015,Cash,Food,,grocery,66.0,Expense,INR
2/1/2015,Saving Bank account 1,Other,,Permanent Residence money transfer,10000.0,Expense,INR
2/1/2015,Cash,Food,,4 eggs,28.0,Expense,INR
2/1/2015,Cash,Food,,tea,10.0,Expense,INR
1/1/2015,Credit Card,Food,,bendys chicken biryani,400.0,Expense,INR
1/1/2015,Cash,Transportation,,share jeep - Place T top to base,20.0,Expense,INR
1/1/2015,Cash,Transportation,,share jeep - Place T to brc,60.0,Expense,INR
1/1/2015,Cash,Culture,, monument,40.0,Expense,INR
1/1/2015,Cash,Food,,Temple Prasad,200.0,Expense,INR
1/1/2015,Cash,Transportation,,ropeway Place T to and fro,142.0,Expense,INR
1/1/2015,Cash,Transportation,,share jeep - Place T base to top,20.0,Expense,INR
1/1/2015,Cash,Transportation,,share auto - Place H to Place T base,20.0,Expense,INR
1/1/2015,Cash,Transportation,,bus - brc to Place H,30.0,Expense,INR
1/1/2015,Cash,Food,,tea,10.0,Expense,INR
1/1/2015,Cash,Transportation,,share auto - hospital to brc station,10.0,Expense,INR
2025-04-27,UPI,Apparel,Clothing,Paid bill,4843.52,Expense,INR
2025-04-29,Cash,Apparel,Clothing,Train ticket,1029.38,Expense,INR
2025-04-30,Netbanking,Apparel,Clothing,Lunch at cafe,2018.98,Expense,INR
2025-06-03,Netbanking,Apparel,Clothing,Online course,3298.19,Expense,INR
2025-02-17,Netbanking,Apparel,Clothing,Medical bill,2200.44,Expense,INR
2025-05-02,Credit Card,Apparel,Clothing,UPI transfer,4796.37,Expense,INR
2025-02-27,Debit Card,Apparel,Clothing,Festival shopping,638.34,Expense,INR
2025-06-21,UPI,Apparel,Clothing,Medical bill,496.14,Expense,INR
2025-03-16,Credit Card,Apparel,Clothing,Movie night,1072.39,Expense,INR
2025-06-01,Netbanking,Apparel,Clothing,Medical bill,3371.74,Expense,INR
2025-04-23,UPI,Apparel,Clothing,Movie night,2206.47,Expense,INR
2025-03-04,Credit Card,Apparel,Clothing,Online course,3282.94,Expense,INR
2025-02-28,Netbanking,Apparel,Clothing,Medical bill,3618.91,Expense,INR
2025-02-16,Debit Card,Apparel,Clothing,Online course,3954.39,Expense,INR
2025-02-13,Debit Card,Apparel,Clothing,UPI transfer,4939.38,Expense,INR
2025-04-15,UPI,Apparel,Clothing,Medical bill,1743.28,Expense,INR
2025-03-04,Cash,Apparel,Clothing,Bought groceries,1960.42,Expense,INR
2025-06-03,Debit Card,Apparel,Clothing,Paid bill,2322.01,Expense,INR
2025-03-15,Credit Card,Apparel,Clothing,Paid bill,648.65,Expense,INR
2025-02-04,Credit Card,Apparel,Clothing,Bought groceries,4599.19,Expense,INR
2025-01-23,Netbanking,Apparel,Footwear,UPI transfer,1401.76,Expense,INR
2024-12-25,Netbanking,Apparel,Footwear,Online course,4841.82,Expense,INR
2025-03-27,Cash,Apparel,Footwear,Paid bill,602.34,Expense,INR
2025-04-03,Netbanking,Apparel,Footwear,Medical bill,127.63,Expense,INR
2025-03-29,Netbanking,Apparel,Footwear,Festival shopping,4729.89,Income,INR
2025-03-13,Debit Card,Apparel,Footwear,Medical bill,3357.04,Expense,INR
2025-02-16,UPI,Apparel,Footwear,Online course,4832.74,Expense,INR
2025-01-13,Cash,Apparel,Footwear,Subscription renewal,319.15,Expense,INR
2025-05-06,Debit Card,Apparel,Footwear,Subscription renewal,1571.71,Expense,INR
2025-01-04,Debit Card,Apparel,Footwear,Lunch at cafe,778.5,Expense,INR
2025-03-17,UPI,Apparel,Footwear,Lunch at cafe,694.84,Expense,INR
2025-03-23,Cash,Apparel,Footwear,Online course,2286.21,Expense,INR
2025-01-11,Netbanking,Apparel,Footwear,UPI transfer,2413.5,Expense,INR
2025-02-20,Cash,Apparel,Footwear,Subscription renewal,665.36,Income,INR
2025-05-29,Cash,Apparel,Footwear,Subscription renewal,1177.15,Expense,INR
2025-03-24,Credit Card,Apparel,Footwear,UPI transfer,4629.05,Expense,INR
2025-03-29,Cash,Apparel,Footwear,Train ticket,4926.01,Expense,INR
2024-12-28,Netbanking,Apparel,Footwear,UPI transfer,3132.36,Expense,INR
2025-04-27,Debit Card,Apparel,Footwear,Paid bill,3511.86,Expense,INR
2025-04-27,Netbanking,Apparel,Footwear,Festival shopping,2697.48,Expense,INR
2025-05-26,Netbanking,Beauty,grooming,Lunch at cafe,1705.93,Expense,INR
2025-05-29,Netbanking,Beauty,grooming,Medical bill,3387.61,Expense,INR
2025-04-11,Netbanking,Beauty,grooming,Subscription renewal,2672.53,Expense,INR
2024-12-31,Debit Card,Beauty,grooming,Movie night,835.93,Expense,INR
2025-04-20,UPI,Beauty,grooming,Festival shopping,662.72,Expense,INR
2025-06-01,Netbanking,Beauty,grooming,Festival shopping,119.56,Income,INR
2025-06-04,Netbanking,Beauty,grooming,Online course,973.64,Expense,INR
2024-12-25,UPI,Beauty,grooming,Train ticket,2632.48,Expense,INR
2025-02-05,Credit Card,Beauty,grooming,Movie night,4923.6,Expense,INR
2025-03-02,Credit Card,Beauty,grooming,Movie night,3803.09,Expense,INR
2025-02-01,Netbanking,Beauty,grooming,Medical bill,1356.95,Expense,INR
2025-01-20,Credit Card,Beauty,grooming,Medical bill,2976.02,Expense,INR
2025-04-15,Netbanking,Beauty,grooming,Subscription renewal,3912.7,Expense,INR
2025-03-24,Debit Card,Beauty,grooming,Subscription renewal,2364.05,Expense,INR
2025-03-19,Debit Card,Beauty,grooming,Movie night,3606.73,Expense,INR
2025-03-17,Netbanking,Beauty,grooming,Paid bill,4173.76,Expense,INR
2025-05-27,Credit Card,Beauty,grooming,Medical bill,3916.9,Income,INR
2024-12-26,Cash,Beauty,grooming,Subscription renewal,1319.53,Expense,INR
2025-05-17,Cash,Beauty,grooming,Paid bill,3783.32,Expense,INR
2025-02-23,Cash,Beauty,grooming,Bought groceries,4946.08,Expense,INR
2025-05-27,Cash,Culture,Movie,Train ticket,223.91,Expense,INR
2025-05-30,Cash,Culture,Movie,Paid bill,2897.04,Expense,INR
2025-05-11,Credit Card,Culture,Movie,Movie night,4062.51,Expense,INR
2025-01-13,Netbanking,Culture,Movie,Medical bill,200.4,Expense,INR
2025-03-06,Netbanking,Culture,Movie,Subscription renewal,1965.42,Expense,INR
2025-06-21,Credit Card,Culture,Movie,UPI transfer,2899.23,Expense,INR
2025-05-21,Cash,Culture,Movie,Bought groceries,3185.45,Expense,INR
2025-02-26,Cash,Culture,Movie,Medical bill,1689.92,Expense,INR
2025-06-16,UPI,Culture,Movie,Train ticket,4915.84,Expense,INR
2025-06-01,Credit Card,Culture,Movie,Train ticket,2970.58,Expense,INR
2025-05-10,Netbanking,Culture,Movie,Medical bill,4807.9,Expense,INR
2025-01-05,Credit Card,Culture,Movie,UPI transfer,3809.93,Expense,INR
2024-12-29,Netbanking,Culture,Movie,Movie night,2798.94,Expense,INR
2025-04-22,UPI,Culture,Movie,Medical bill,3339.37,Expense,INR
2025-01-30,Cash,Culture,Movie,Paid bill,4738.26,Expense,INR
2025-05-17,Cash,Culture,Movie,Movie night,4202.83,Expense,INR
2025-01-02,Debit Card,Culture,Movie,Movie night,1963.76,Expense,INR
2025-04-16,Netbanking,Culture,Movie,Train ticket,4067.41,Expense,INR
2025-03-26,Credit Card,Culture,Movie,Movie night,3946.8,Income,INR
2025-04-12,Cash,Culture,Movie,Medical bill,3779.2,Expense,INR
2025-01-02,Netbanking,Education,Stationary,Bought groceries,915.2,Expense,INR
2025-05-10,Netbanking,Education,Stationary,Online course,1003.37,Expense,INR
2025-05-03,Debit Card,Education,Stationary,Train ticket,3593.5,Expense,INR
2025-03-24,Debit Card,Education,Stationary,Train ticket,782.17,Expense,INR
2025-01-06,Netbanking,Education,Stationary,Movie night,300.35,Expense,INR
2025-02-12,Credit Card,Education,Stationary,Paid bill,3123.25,Expense,INR
2025-01-31,Debit Card,Education,Stationary,Movie night,546.84,Expense,INR
2025-06-04,Netbanking,Education,Stationary,Online course,3956.87,Expense,INR
2025-01-27,Netbanking,Education,Stationary,Medical bill,2196.84,Expense,INR
2025-04-26,Cash,Education,Stationary,Subscription renewal,3319.39,Expense,INR
2025-03-14,Cash,Education,Stationary,Movie night,4186.15,Expense,INR
2025-02-15,Credit Card,Education,Stationary,Subscription renewal,4311.69,Expense,INR
2025-01-07,Cash,Education,Stationary,Subscription renewal,4544.62,Expense,INR
2025-05-12,UPI,Education,Stationary,Subscription renewal,3869.64,Expense,INR
2025-05-20,Cash,Education,Stationary,Train ticket,297.86,Expense,INR
2025-03-18,Netbanking,Education,Stationary,Paid bill,1287.77,Expense,INR
2024-12-27,Debit Card,Education,Stationary,Festival shopping,4034.46,Expense,INR
2025-02-22,UPI,Education,Stationary,Subscription renewal,4895.14,Expense,INR
2025-05-08,Netbanking,Education,Stationary,Paid bill,3790.66,Expense,INR
2025-03-12,Credit Card,Education,Stationary,Paid bill,1181.64,Expense,INR
2025-05-23,Debit Card,Family,Pocket money,Festival shopping,120.64,Expense,INR
2025-06-22,UPI,Family,Pocket money,UPI transfer,4915.98,Expense,INR
2025-05-09,Cash,Family,Pocket money,Online course,948.46,Expense,INR
2025-01-01,Credit Card,Family,Pocket money,Train ticket,2938.13,Expense,INR
2025-04-20,Credit Card,Family,Pocket money,Paid bill,2842.55,Income,INR
2025-01-18,Netbanking,Family,Pocket money,Bought groceries,119.69,Expense,INR
2025-06-02,Debit Card,Family,Pocket money,Bought groceries,820.27,Expense,INR
2025-01-17,Debit Card,Family,Pocket money,Movie night,1024.66,Expense,INR
2025-06-04,Credit Card,Family,Pocket money,Lunch at cafe,3370.83,Expense,INR
2025-04-22,Cash,Family,Pocket money,Paid bill,2021.88,Expense,INR
2025-03-29,Netbanking,Family,Pocket money,UPI transfer,3650.03,Expense,INR
2025-06-03,Cash,Family,Pocket money,Train ticket,4885.97,Expense,INR
2025-01-11,UPI,Family,Pocket money,Festival shopping,1352.39,Expense,INR
2025-04-17,Debit Card,Family,Pocket money,Online course,2021.97,Expense,INR
2025-02-03,Debit Card,Family,Pocket money,Online course,1939.75,Income,INR
2025-04-20,UPI,Family,Pocket money,Medical bill,1651.86,Expense,INR
2025-04-29,Credit Card,Family,Pocket money,Medical bill,2221.24,Expense,INR
2025-01-20,Credit Card,Family,Pocket money,Subscription renewal,1660.24,Expense,INR
2025-01-30,UPI,Family,Pocket money,Subscription renewal,2155.59,Expense,INR
2024-12-30,Cash,Family,Pocket money,Festival shopping,2625.11,Expense,INR
2025-02-09,Netbanking,Festivals,Diwali,Online course,321.76,Expense,INR
2025-03-18,Netbanking,Festivals,Diwali,Subscription renewal,753.55,Expense,INR
2025-05-12,UPI,Festivals,Diwali,Online course,3605.17,Expense,INR
2025-06-21,UPI,Festivals,Diwali,Subscription renewal,2617.34,Expense,INR
2025-06-21,Netbanking,Festivals,Diwali,Paid bill,1893.64,Expense,INR
2025-04-09,Debit Card,Festivals,Diwali,Movie night,3894.04,Expense,INR
2025-01-07,Netbanking,Festivals,Diwali,Online course,4888.32,Expense,INR
2025-02-16,Cash,Festivals,Diwali,Bought groceries,4956.1,Expense,INR
2025-03-16,Credit Card,Festivals,Diwali,Festival shopping,3491.62,Expense,INR
2025-01-21,UPI,Festivals,Diwali,Medical bill,2542.3,Expense,INR
2025-01-30,Cash,Festivals,Diwali,Medical bill,3701.77,Expense,INR
2025-05-23,Netbanking,Festivals,Diwali,UPI transfer,3183.56,Expense,INR
2024-12-30,UPI,Festivals,Diwali,Train ticket,1716.34,Expense,INR
2025-03-24,Credit Card,Festivals,Diwali,Lunch at cafe,841.95,Expense,INR
2025-04-02,Debit Card,Festivals,Diwali,Festival shopping,1504.48,Expense,INR
2025-05-01,Netbanking,Festivals,Diwali,Festival shopping,4026.81,Expense,INR
2025-02-05,Credit Card,Festivals,Diwali,Lunch at cafe,3248.57,Expense,INR
2025-06-01,Cash,Festivals,Diwali,Subscription renewal,214.42,Expense,INR
2025-05-11,Cash,Festivals,Diwali,Lunch at cafe,617.62,Expense,INR
2025-02-16,UPI,Festivals,Diwali,Festival shopping,667.94,Expense,INR
2025-02-14,Credit Card,Festivals,Holi,Subscription renewal,1968.67,Expense,INR
2025-05-24,Debit Card,Festivals,Holi,Bought groceries,1079.65,Expense,INR
2025-05-23,Cash,Festivals,Holi,Online course,2895.14,Income,INR
2025-02-15,Credit Card,Festivals,Holi,UPI transfer,2365.2,Expense,INR
2024-12-29,UPI,Festivals,Holi,Movie night,2146.71,Expense,INR
2025-04-24,Netbanking,Festivals,Holi,UPI transfer,2813.24,Expense,INR
2025-04-14,UPI,Festivals,Holi,Festival shopping,877.79,Expense,INR
