Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,_id
28/05/2017 19:39:11,Saving Bank account 1,food,Grocery,Mango 1 kg,140.0,Expense,INR,
10/1/2017,Saving Bank account 1,equity mutual fund f,,,1000.0,Transfer-Out,INR,
2025-06-08,Debit Card,self-development,Self-development,Subscription renewal,479.48,Expense,INR,
2025-05-13,Debit Card,beauty,grooming,Train ticket,2425.7,Expense,INR,
2025-02-02,Debit Card,subscription,DishTV,Train ticket,4898.4,Expense,INR,
3/2/2015,Cash,food,,chana chat + kachori,27.0,Expense,INR,
2025-01-15,Cash,food,Lunch,Online course,3018.52,Expense,INR,
2025-03-10,Debit Card,self-development,Self-development,Online course,2142.57,Expense,INR,
2025-05-04,Netbanking,transportation,auto,Paid bill,1992.28,Expense,INR,
2025-01-21,Cash,gift,Gift,Medical bill,2706.06,Expense,INR,
2025-02-12,Cash,food,Milk,UPI transfer,301.75,Expense,INR,
16/04/2018 20:58:57,Saving Bank account 1,apparel,Laundry,clothes ironing,63.0,Expense,INR,
2025-02-07,UPI,health,Medicine,Paid bill,4366.81,Income,INR,
2025-01-08,Debit Card,food,Grocery,Bought groceries,256.98,Expense,INR,
2025-04-06,Cash,transportation,auto,UPI transfer,2164.75,Expense,INR,
2025-03-16,UPI,grooming,Saloon,Paid bill,4907.57,Expense,INR,
2024-12-31,UPI,subscription,Tata Sky,Medical bill,3551.06,Expense,INR,
15/09/2016 06:52:09,Cash,food,Grocery,chocobar+milk+chips,95.0,Expense,INR,
15/02/2015 21:37:45,Cash,household,,mixer repair,250.0,Expense,INR,
15/01/2018 13:50:29,Saving Bank account 1,transportation,auto,Uber auto: Place 4 Station to Current Residence society,266.0,Expense,INR,
2025-03-01,Credit Card,self-development,Self-development,Paid bill,1247.1,Expense,INR,
2025-06-23,Netbanking,apparel,Footwear,Festival shopping,630.2,Expense,INR,
11/5/2017,Saving Bank account 1,beauty,grooming,Body hair removal cream,318.0,Expense,INR,
2025-05-19,Netbanking,self-development,Self-development,Movie night,552.85,Expense,INR,
1/8/2018,Cash,family,Pocket money,,40.0,Expense,INR,
2025-06-18,Netbanking,subscription,Netflix,Medical bill,499.0,Expense,INR,
2025-02-15,Cash,food,snacks,Medical bill,1450.35,Expense,INR,
12/9/2017,Saving Bank account 1,food,Milk,milk 1lit ,66.0,Expense,INR,
2025-01-04,Debit Card,household,Kirana,Train ticket,4679.79,Expense,INR,
2025-06-20,Credit Card,investment,Mutual fund,Bought groceries,1346.4,Expense,INR,
2025-02-25,UPI,transportation,Taxi,Medical bill,3923.48,Expense,INR,
2025-01-05,Cash,subscription,Spotify,Train ticket,179.0,Expense,INR,
2025-05-25,Cash,apparel,Clothing,Bought groceries,1781.45,Expense,INR,
2025-02-15,Netbanking,social life,Leisure,Festival shopping,425.32,Income,INR,
9/2/2015,Cash,food,,farsan + khari sing,150.0,Expense,INR,
15/02/2015 08:40:26,Cash,food,,tea,20.0,Expense,INR,
2025-01-13,Credit Card,subscription,Amazon Prime,Subscription renewal,299.0,Expense,INR,
2025-02-18,UPI,money transfer,Money transfer,Bought groceries,2247.95,Expense,INR,
2024-12-30,Credit Card,subscription,Spotify,Subscription renewal,179.0,Expense,INR,
26/04/2016 08:30:54,Saving Bank account 1,food,Grocery,dettol handwash + khari + toast + goodday,259.0,Expense,INR,
2025-01-11,UPI,recurring deposit,Recurring Deposit,Bought groceries,2271.59,Expense,INR,
18/11/2017 20:32:08,Saving Bank account 1,food,Eggs,6 eggs,39.0,Expense,INR,
1/3/2018,Equity Mutual Fund B,saving bank account 1,,,2000.0,Transfer-Out,INR,
4/12/2016,Cash,food,vegetables,onion 1 kg,25.0,Expense,INR,
2025-06-07,Cash,subscription,Spotify,Festival shopping,119.0,Expense,INR,
2025-01-27,Netbanking,gift,Gift,Online course,432.93,Expense,INR,
2025-03-26,Credit Card,investment,Mutual fund,Festival shopping,1866.8,Expense,INR,
2025-02-14,Debit Card,food,Grocery,Bought groceries,4967.98,Expense,INR,
2025-05-17,Debit Card,money transfer,Money transfer,Lunch at cafe,4434.54,Expense,INR,
2025-05-03,Credit Card,household,Kirana,Medical bill,3500.64,Expense,INR,
2024-12-28,UPI,recurring deposit,Recurring Deposit,Movie night,311.56,Expense,INR,
2025-04-06,Cash,tourism,Trip,Train ticket,4248.9,Expense,INR,
2025-01-09,Netbanking,family,Pocket money,Bought groceries,4216.85,Expense,INR,
2025-05-29,UPI,subscription,Spotify,Medical bill,149.0,Expense,INR,
2025-06-03,Cash,other,Donation,Paid bill,3830.23,Expense,INR,
2025-01-29,Credit Card,grooming,Saloon,Movie night,1583.54,Expense,INR,
2025-05-23,UPI,other,Donation,UPI transfer,1937.52,Expense,INR,
2/1/2018,Cash,health,Medicine,Refresh Tears Drop,158.0,Expense,INR,
2025-02-19,Debit Card,apparel,Clothing,Lunch at cafe,2466.68,Expense,INR,
2024-12-29,Cash,subscription,Airtel,Subscription renewal,2326.63,Expense,INR,
2025-04-14,Credit Card,transportation,Train,Bought groceries,130.65,Income,INR,
2025-03-14,Credit Card,culture,Movie,Train ticket,110.04,Expense,INR,
2025-04-25,Cash,food,Lunch,Paid bill,4006.43,Expense,INR,
7/7/2016,Saving Bank account 1,investment,Mutual fund,Mutual fund B,1000.0,Expense,INR,
2025-01-13,Credit Card,household,Kirana,Subscription renewal,1546.2,Expense,INR,
23/08/2018 21:29:52,Credit Card,transportation,train,2 Place 2 to Place 3 : Sevagram express 3AC,1305.4,Expense,INR,
11/1/2016,Saving Bank account 1,investment,Mutual fund,Mutual fund C,1000.0,Expense,INR,
19/06/2017 10:19:53,Cash,food,flour mill,M D sure 3kg atta,141.0,Expense,INR,
2025-04-02,Cash,subscription,Airtel,Movie night,3499.82,Expense,INR,
2025-03-14,Credit Card,food,Grocery,Subscription renewal,400.73,Expense,INR,
26/04/2018 20:44:20,Cash,food,snacks,Noodles packet,30.0,Expense,INR,
2025-01-23,Credit Card,festivals,Holi,Lunch at cafe,1367.13,Expense,INR,
24/06/2018 16:11:39,Cash,transportation,auto,2 Place 0 to Current Residence,40.0,Expense,INR,
2025-04-15,Netbanking,food,Dinner,Online course,2515.11,Expense,INR,
2025-02-28,Netbanking,subscription,Airtel,Medical bill,1273.27,Expense,INR,
2025-03-23,Cash,festivals,Holi,Movie night,1359.44,Expense,INR,
2025-01-31,Credit Card,water (jar /tanker),water (jar /tanker),UPI transfer,145.74,Expense,INR,
2025-03-12,Netbanking,festivals,Holi,Movie night,1283.02,Expense,INR,
5/6/2017,Cash,food,chocolate,2 Cadbury dairy milk,20.0,Expense,INR,
2025-04-01,Credit Card,household,Kirana,Bought groceries,4241.4,Expense,INR,
2025-05-19,Credit Card,subscription,Tata Sky,UPI transfer,3876.52,Expense,INR,
2025-05-19,UPI,subscription,Tata Sky,Movie night,4415.67,Expense,INR,
2025-04-11,UPI,gift,Gift,Medical bill,2086.94,Expense,INR,
2025-04-26,Credit Card,subscription,Spotify,Movie night,119.0,Expense,INR,
2025-04-05,Credit Card,food,Lunch,Online course,1546.73,Expense,INR,
21/01/2015 18:17:03,Cash,household,,broom,60.0,Expense,INR,
2025-05-09,Credit Card,household,Appliances,Paid bill,3584.8,Expense,INR,
6/1/2017,Saving Bank account 1,food,snacks,4 Shegaon kachori,48.0,Expense,INR,
2025-03-23,Debit Card,subscription,Netflix,Bought groceries,499.0,Expense,INR,
2025-01-09,Cash,health,Medicine,Train ticket,1092.11,Expense,INR,
2025-05-15,Cash,public provident fund,Public Provident Fund,Subscription renewal,4885.74,Expense,INR,
2025-04-10,Netbanking,family,Pocket money,Train ticket,2526.69,Expense,INR,
2025-02-03,Netbanking,apparel,Footwear,Festival shopping,2997.88,Expense,INR,
15/09/2017 09:56:30,Saving Bank account 1,food,breakfast,2 plates poha,50.0,Expense,INR,
2025-02-05,Credit Card,festivals,Holi,Movie night,2981.03,Expense,INR,
7/10/2015,Saving Bank account 1,investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR,
27/08/2018 21:30:16,Cash,food,curd,Dahi 2 packets,20.0,Expense,INR,
2025-05-28,Netbanking,investment,Mutual fund,Medical bill,114.94,Expense,INR,
2025-01-01,UPI,subscription,Netflix,Medical bill,149.0,Expense,INR,
12/7/2017,Saving Bank account 1,gpay reward,,reward Gpay,6.0,Income,INR,
2025-02-25,Netbanking,festivals,Diwali,Movie night,1613.43,Expense,INR,
2025-04-27,UPI,festivals,Diwali,Subscription renewal,3092.37,Expense,INR,
2025-06-10,Debit Card,gift,Gift,Movie night,4637.54,Expense,INR,
2025-04-09,Credit Card,social life,Leisure,Train ticket,1188.34,Expense,INR,
12/5/2018,Credit Card,food,Dinner,Domino's Pizza,437.0,Expense,INR,
2025-06-11,Cash,household,Kirana,Paid bill,4926.92,Expense,INR,
13/02/2015 09:08:59,Cash,food,,milk half shakti,27.0,Expense,INR,
2025-02-26,UPI,other,Donation,Train ticket,2597.21,Expense,INR,
2025-06-17,Netbanking,apparel,Footwear,Festival shopping,4561.06,Expense,INR,
2025-03-23,Debit Card,education,Stationary,Bought groceries,4687.24,Expense,INR,
13/11/2017 20:18:06,Saving Bank account 1,food,Milk,milk 1lit varna,70.0,Expense,INR,
2025-06-15,Debit Card,social life,Leisure,Lunch at cafe,522.53,Expense,INR,
2025-04-18,Cash,subscription,Tata Sky,Movie night,647.94,Expense,INR,
2025-05-16,Netbanking,subscription,Spotify,UPI transfer,7.0,Expense,INR,
2025-04-19,Cash,recurring deposit,Recurring Deposit,Subscription renewal,3062.52,Expense,INR,
2025-04-09,Cash,transportation,auto,UPI transfer,864.07,Expense,INR,
7/8/2018,Saving Bank account 1,equity mutual fund e,,,1000.0,Transfer-Out,INR,
2025-04-03,Credit Card,gift,Gift,Paid bill,902.7,Expense,INR,
2025-04-15,Debit Card,beauty,grooming,Bought groceries,726.23,Expense,INR,
8/11/2017,Saving Bank account 1,food,fruits,1 kg apple,130.0,Expense,INR,
2025-03-16,Debit Card,food,snacks,Train ticket,2046.88,Expense,INR,
22/05/2016 11:13:40,Saving Bank account 1,grooming,Saloon,hair cut+shaving,120.0,Expense,INR,
10/1/2018,Saving Bank account 1,food,Rajgira ladu,2 packets,40.0,Expense,INR,
2025-04-02,Debit Card,food,Lunch,Medical bill,293.35,Income,INR,
2025-01-08,Netbanking,family,Pocket money,Online course,3638.19,Expense,INR,
2025-04-05,Netbanking,food,Lunch,Subscription renewal,3961.26,Expense,INR,
2025-06-02,UPI,apparel,Clothing,Paid bill,3428.89,Expense,INR,
9/7/2017,Saving Bank account 1,transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,
13/09/2018 21:35:15,Saving Bank account 1,transportation,Train,2 Place 0 to Place 3,40.0,Expense,INR,
2025-06-14,Netbanking,gift,Gift,Bought groceries,1942.85,Expense,INR,
13/11/2017 20:18:43,Saving Bank account 1,household,Kirana,Pani Puri packet + Bundi + chivda,180.0,Expense,INR,
2025-05-13,Credit Card,household,Kirana,Movie night,2525.52,Expense,INR,
2025-06-09,Netbanking,public provident fund,Public Provident Fund,UPI transfer,406.05,Expense,INR,
11/8/2017,Cash,transportation,Bus,2 Place 1 to VN,330.0,Expense,INR,
2025-01-24,Cash,transportation,auto,Online course,3779.44,Expense,INR,
28/12/2016 18:40:50,Saving Bank account 1,other,,specs,1780.0,Expense,INR,
2024-12-28,Netbanking,food,Lunch,Lunch at cafe,2458.54,Expense,INR,
2025-03-18,Debit Card,household,Appliances,Subscription renewal,3464.15,Expense,INR,
2025-02-19,Netbanking,self-development,Self-development,Movie night,3833.96,Expense,INR,
29/07/2018 11:38:08,Saving Bank account 1,transportation,Train,2 Place 0 to Place A returns,40.0,Expense,INR,
2025-02-18,UPI,subscription,Tata Sky,Paid bill,1489.61,Expense,INR,
2025-01-18,Debit Card,subscription,Edtech Course,Train ticket,1268.55,Expense,INR,
2025-03-04,Debit Card,subscription,Amazon Prime,UPI transfer,299.0,Expense,INR,
2025-04-15,Debit Card,transportation,auto,UPI transfer,3369.47,Expense,INR,
2025-01-09,Cash,water (jar /tanker),water (jar /tanker),UPI transfer,4318.53,Expense,INR,
2025-03-18,Netbanking,festivals,Diwali,Subscription renewal,753.55,Expense,INR,
9/11/2017,Saving Bank account 1,health,Medicine,Acne Star cream,100.0,Expense,INR,
2025-03-23,Debit Card,culture,Movie,UPI transfer,4059.26,Expense,INR,
2025-02-16,Netbanking,food,snacks,Train ticket,2347.87,Expense,INR,
10/6/2017,Saving Bank account 1,health,Medicine,Covaxin booster dose,386.0,Expense,INR,
2025-05-30,Netbanking,subscription,Edtech Course,Movie night,4277.35,Expense,INR,
2025-02-06,Cash,gift,Gift,Festival shopping,1129.91,Expense,INR,
2025-04-26,Cash,gift,Gift,UPI transfer,3810.44,Expense,INR,
2025-06-17,Cash,subscription,Edtech Course,Train ticket,3951.77,Expense,INR,
3/4/2018,Equity Mutual Fund B,saving bank account 1,,,2000.0,Transfer-Out,INR,
2025-03-15,Netbanking,subscription,Spotify,Subscription renewal,119.0,Expense,INR,
2025-01-25,Netbanking,transportation,Train,Online course,3471.41,Expense,INR,
2025-01-01,Netbanking,food,Dinner,Train ticket,4135.73,Expense,INR,
2025-05-24,Cash,household,Kirana,Movie night,1792.28,Income,INR,
2025-05-24,Netbanking,festivals,Holi,Online course,3727.36,Expense,INR,
2025-03-28,Netbanking,recurring deposit,Recurring Deposit,Medical bill,524.4,Expense,INR,
2025-02-06,Credit Card,health,Medicine,Festival shopping,923.49,Expense,INR,
2025-02-01,Credit Card,family,Pocket money,Lunch at cafe,1555.31,Expense,INR,
2025-02-24,Credit Card,recurring deposit,Recurring Deposit,Online course,4043.21,Expense,INR,
9/12/2017,Cash,food,Lunch,Catering Service,85.0,Expense,INR,
2024-12-27,Netbanking,culture,Movie,Festival shopping,3144.26,Income,INR,
2025-01-18,Credit Card,food,Dinner,Train ticket,2034.74,Expense,INR,
2025-03-17,UPI,public provident fund,Public Provident Fund,Online course,2532.83,Expense,INR,
2025-01-16,Credit Card,festivals,Holi,Lunch at cafe,2528.95,Expense,INR,
18/05/2017 11:06:06,Cash,food,Tea,,10.0,Expense,INR,
2025-01-13,Cash,subscription,DishTV,Movie night,3901.18,Expense,INR,
2025-03-09,Debit Card,social life,Leisure,Paid bill,951.01,Expense,INR,
2025-06-22,UPI,subscription,Edtech Course,Train ticket,1887.91,Expense,INR,
2025-06-09,UPI,food,Lunch,Train ticket,880.99,Expense,INR,
31/05/2016 09:55:09,Saving Bank account 1,salary,,From workplace ,51556.0,Income,INR,
22/05/2017,Saving Bank account 1,life insurance,,,11043.0,Transfer-Out,INR,
2025-02-27,Debit Card,apparel,Clothing,Festival shopping,638.34,Expense,INR,
6/3/2018,Saving Bank account 1,petty cash,,From Family,3500.0,Income,INR,
2025-02-26,Netbanking,subscription,Tata Sky,Movie night,1334.72,Expense,INR,
7/8/2017,Saving Bank account 1,food,Milk,Half lit  milk,33.0,Expense,INR,
11/5/2015,Cash,food,Grocery,onions,20.0,Expense,INR,
2025-04-27,Credit Card,self-development,Self-development,Online course,4369.6,Expense,INR,
2025-01-25,Netbanking,grooming,Saloon,Train ticket,1546.59,Expense,INR,
2025-06-19,Credit Card,beauty,grooming,UPI transfer,438.13,Expense,INR,
23/05/2017 22:08:10,Saving Bank account 1,education,Stationary,White board pen 25 + duster 50,75.0,Expense,INR,
2025-05-06,UPI,other,Donation,Paid bill,2025.09,Expense,INR,
27/08/2018 10:52:09,Cash,food,Milk,Half lit  milk,36.0,Expense,INR,
2025-03-28,Debit Card,subscription,Airtel,Movie night,1573.77,Expense,INR,
6/3/2018,Credit Card,documents,Courier,Aadhar PUC card delivery,50.0,Expense,INR,
13/03/2018 12:39:40,Cash,family,Pocket money,,480.0,Expense,INR,
2025-04-27,Netbanking,tourism,Trip,UPI transfer,4015.93,Expense,INR,
4/7/2018,Saving Bank account 1,health,Lab Tests,2 Thyroid (1000) + cholesterol (220) + uric acid (220),1440.0,Expense,INR,
2025-03-05,Cash,household,Appliances,Movie night,4469.61,Expense,INR,
2025-04-04,Cash,investment,Mutual fund,Online course,190.74,Expense,INR,
2025-01-04,UPI,food,snacks,Paid bill,2561.46,Expense,INR,
2024-12-25,Debit Card,subscription,Netflix,Online course,649.0,Expense,INR,
2025-01-07,UPI,apparel,Clothing,Bought groceries,2696.12,Expense,INR,
2025-02-07,Netbanking,food,snacks,Online course,478.94,Expense,INR,
2025-02-25,Cash,food,Dinner,Movie night,3520.71,Expense,INR,
2025-03-04,Credit Card,subscription,Netflix,Bought groceries,499.0,Expense,INR,
2025-02-19,Debit Card,money transfer,Money transfer,Lunch at cafe,2785.72,Expense,INR,
2024-12-31,Credit Card,festivals,Holi,UPI transfer,4683.44,Expense,INR,
2025-04-23,Credit Card,apparel,Footwear,Train ticket,494.82,Income,INR,
2025-01-16,Cash,subscription,Airtel,Bought groceries,4020.53,Expense,INR,
2025-02-10,Credit Card,transportation,Taxi,Medical bill,2729.29,Expense,INR,
2025-05-10,Cash,subscription,Edtech Course,UPI transfer,3939.56,Expense,INR,
2025-02-24,Debit Card,beauty,grooming,Festival shopping,2408.87,Expense,INR,
2024-12-28,Debit Card,rent,Rent,Subscription renewal,441.1,Expense,INR,
2025-01-18,UPI,subscription,Edtech Course,Paid bill,773.54,Expense,INR,
2025-05-12,UPI,food,Dinner,Bought groceries,4373.68,Expense,INR,
2025-04-08,Credit Card,public provident fund,Public Provident Fund,Bought groceries,4153.24,Expense,INR,
2025-01-27,Credit Card,investment,Mutual fund,Movie night,1318.48,Expense,INR,
2025-03-01,Netbanking,family,Pocket money,Online course,3107.43,Expense,INR,
2025-04-28,Cash,culture,Movie,Festival shopping,2310.18,Expense,INR,
2025-05-03,Netbanking,subscription,Netflix,UPI transfer,149.0,Expense,INR,
2025-04-08,Credit Card,subscription,Amazon Prime,Online course,599.0,Expense,INR,
2025-02-15,Netbanking,rent,Rent,Bought groceries,2972.44,Expense,INR,
2025-02-02,UPI,transportation,Taxi,Festival shopping,1149.32,Expense,INR,
2025-03-20,Netbanking,education,Stationary,Paid bill,1800.29,Expense,INR,
2025-02-22,Cash,subscription,Spotify,Train ticket,7.0,Expense,INR,
2025-06-04,Cash,gift,Gift,Subscription renewal,1368.97,Income,INR,
2025-01-29,UPI,transportation,auto,Festival shopping,3409.97,Expense,INR,
2025-04-02,Netbanking,self-development,Self-development,Paid bill,2238.19,Expense,INR,
2025-03-16,Netbanking,subscription,Amazon Prime,Train ticket,299.0,Expense,INR,
2025-05-01,Credit Card,food,snacks,Train ticket,633.69,Expense,INR,
3/1/2017,Saving Bank account 1,food,Milk,milk 0.5 lit ,31.0,Expense,INR,
2025-04-12,UPI,investment,Mutual fund,Medical bill,2501.72,Expense,INR,
2025-06-20,Debit Card,subscription,Netflix,Train ticket,149.0,Income,INR,
2025-01-19,Debit Card,social life,Leisure,Movie night,4462.79,Expense,INR,
2025-05-01,Credit Card,recurring deposit,Recurring Deposit,Paid bill,1484.58,Expense,INR,
2025-03-20,Cash,family,Pocket money,Movie night,1272.85,Expense,INR,
2025-04-23,Cash,subscription,Tata Sky,Movie night,4156.59,Expense,INR,
2025-03-09,UPI,subscription,Amazon Prime,Medical bill,599.0,Expense,INR,
2025-03-23,Cash,subscription,Edtech Course,Medical bill,3413.62,Expense,INR,
2025-03-29,Cash,apparel,Footwear,Train ticket,4926.01,Expense,INR,
2025-02-04,Netbanking,water (jar /tanker),water (jar /tanker),Medical bill,4453.96,Expense,INR,
2025-05-05,Cash,subscription,Tata Sky,Subscription renewal,4862.68,Expense,INR,
6/9/2017,Cash,other,,Pant chain repair,20.0,Expense,INR,
2025-02-19,Cash,beauty,grooming,Lunch at cafe,4255.11,Expense,INR,
30/07/2017 15:36:42,Saving Bank account 1,household,Appliances,Laptop repair ( 128gb SSD rs 2200+ 500gb HDD Rs.1800 + Msoffice+ windows),3000.0,Expense,INR,
2025-01-09,Credit Card,food,Grocery,Lunch at cafe,1431.63,Expense,INR,
10/3/2017,Saving Bank account 1,food,snacks,3 plate kachori,72.0,Expense,INR,
12/3/2017,Cash,transportation,Train,2 Place 0 to Place 4 return,40.0,Expense,INR,
2025-03-03,UPI,investment,Mutual fund,Online course,4566.51,Expense,INR,
5/4/2015,Saving Bank account 1,money transfer,,,10000.0,Expense,INR,
2025-05-29,Cash,health,Medicine,Bought groceries,1364.06,Expense,INR,
2025-01-24,Netbanking,subscription,Edtech Course,UPI transfer,1861.84,Expense,INR,
2025-02-19,Cash,culture,Movie,Lunch at cafe,4052.44,Expense,INR,
2025-02-16,Cash,subscription,Edtech Course,Subscription renewal,2348.45,Expense,INR,
2025-01-05,Cash,transportation,auto,Movie night,1966.61,Expense,INR,
2025-06-16,Netbanking,food,snacks,Festival shopping,1167.75,Expense,INR,
2025-01-11,UPI,gift,Gift,Paid bill,4460.56,Expense,INR,
2025-01-08,UPI,subscription,Edtech Course,Paid bill,1228.27,Expense,INR,
2025-06-21,Credit Card,transportation,Train,UPI transfer,3899.39,Expense,INR,
2025-04-27,Cash,health,Medicine,Online course,1091.88,Expense,INR,
1/1/2018,Credit Card,household,gadgets,Logitech mouse,599.0,Expense,INR,
2025-06-23,UPI,food,Grocery,Subscription renewal,2354.03,Expense,INR,
2025-05-27,Debit Card,food,Grocery,UPI transfer,4007.82,Expense,INR,
2025-03-21,Credit Card,gift,Gift,UPI transfer,1905.38,Expense,INR,
2025-02-24,UPI,money transfer,Money transfer,Train ticket,2605.33,Expense,INR,
2025-03-03,Debit Card,grooming,Saloon,Movie night,229.33,Expense,INR,
2025-06-21,Debit Card,recurring deposit,Recurring Deposit,Movie night,3864.65,Expense,INR,
2025-01-25,Debit Card,rent,Rent,Bought groceries,2396.42,Expense,INR,
2025-06-04,Credit Card,food,Grocery,Bought groceries,3032.42,Income,INR,
2025-02-11,Cash,festivals,Holi,Train ticket,4467.68,Expense,INR,
2024-12-29,Credit Card,beauty,grooming,Movie night,127.2,Expense,INR,
29/09/2017 21:52:32,Saving Bank account 1,health,Medicine,3 tablet Nor tz,21.0,Expense,INR,
2025-02-19,Credit Card,food,Grocery,Lunch at cafe,2287.63,Expense,INR,
2025-01-31,Netbanking,household,Appliances,Medical bill,4409.46,Expense,INR,
12/11/2015,Cash,food,Eating out,egg roll,25.0,Expense,INR,
2025-03-08,UPI,grooming,Saloon,Subscription renewal,3427.33,Expense,INR,
2025-04-18,Cash,money transfer,Money transfer,Medical bill,3541.23,Expense,INR,
2025-03-07,Credit Card,food,Lunch,Bought groceries,3749.83,Expense,INR,
2025-02-12,Cash,water (jar /tanker),water (jar /tanker),Train ticket,2157.34,Expense,INR,
1/9/2017,Cash,maid,,,820.0,Expense,INR,
2025-04-30,Credit Card,education,Stationary,Train ticket,4066.57,Expense,INR,
2025-01-25,Cash,food,Milk,Bought groceries,2551.44,Expense,INR,
2025-05-05,Credit Card,subscription,Edtech Course,Subscription renewal,1436.26,Expense,INR,
30/07/2017 15:38:49,Cash,household,Appliances,Laptop repair,1000.0,Expense,INR,
2025-04-25,Credit Card,education,Stationary,Movie night,2506.62,Expense,INR,
19/12/2016 18:28:42,Saving Bank account 1,household,Toiletries,sensitive toothbrush,49.0,Expense,INR,
2025-06-08,Credit Card,investment,Mutual fund,Festival shopping,1758.14,Expense,INR,
2025-03-21,Debit Card,transportation,Train,Paid bill,2983.82,Expense,INR,
2025-03-09,Credit Card,social life,Leisure,Subscription renewal,2918.55,Income,INR,
1/2/2018,Saving Bank account 1,food,vegetables,Half kg tomato,15.0,Expense,INR,
20/08/2017 20:59:43,Cash,transportation,auto,BKC to kurla station,60.0,Expense,INR,
2025-01-22,Cash,investment,Mutual fund,Festival shopping,391.92,Expense,INR,
1/4/2017,Cash,food,snacks,egg roll,40.0,Expense,INR,
2025-06-07,Cash,food,Grocery,Train ticket,4885.99,Expense,INR,
20/01/2015 09:32:18,Cash,food,,srikhand,65.0,Expense,INR,
2025-04-01,Debit Card,other,Donation,Lunch at cafe,3160.74,Expense,INR,
2025-06-09,UPI,tourism,Trip,Lunch at cafe,1921.54,Expense,INR,
2025-03-01,Debit Card,food,Dinner,Bought groceries,69.39,Expense,INR,
19/11/2016 11:58:28,Cash,other,,"Puja saman (150 for 5 Nariyal, 400 for 1kg sweets and 190 for rest)",740.0,Expense,INR,
28/02/2017 12:32:35,Cash,transportation,auto,Current Residence to Place 0,30.0,Expense,INR,
2025-05-14,Debit Card,household,Kirana,Medical bill,3044.59,Expense,INR,
2025-02-27,Credit Card,subscription,Tata Sky,Bought groceries,3556.03,Expense,INR,
2025-01-23,UPI,culture,Movie,Subscription renewal,2011.99,Expense,INR,
2025-03-06,Netbanking,transportation,auto,Bought groceries,2120.56,Expense,INR,
2025-04-20,Credit Card,family,Pocket money,Paid bill,2842.55,Income,INR,
2025-03-27,Netbanking,subscription,Netflix,Paid bill,199.0,Expense,INR,
28/09/2017 16:58:46,Saving Bank account 1,transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2388.0,Expense,INR,
13/05/2018 00:06:05,Cash,scrap,,,20.0,Income,INR,
2025-05-16,Credit Card,apparel,Clothing,Train ticket,3508.6,Expense,INR,
2025-05-24,Netbanking,subscription,Tata Sky,Medical bill,4794.57,Expense,INR,
2025-03-13,Debit Card,investment,Mutual fund,Paid bill,3118.51,Expense,INR,
2025-06-23,Netbanking,food,Dinner,UPI transfer,4089.76,Expense,INR,
2025-02-07,Credit Card,water (jar /tanker),water (jar /tanker),Subscription renewal,1740.51,Expense,INR,
2025-06-01,UPI,public provident fund,Public Provident Fund,Online course,4729.98,Expense,INR,
22/03/2018 12:47:34,Cash,food,Milk,milk 1lit ,72.0,Expense,INR,
11/9/2018,Cash,food,Milk,Half lit  milk,36.0,Expense,INR,
2025-05-25,Debit Card,public provident fund,Public Provident Fund,Bought groceries,3539.74,Expense,INR,
2024-12-25,Cash,subscription,DishTV,Online course,3639.42,Expense,INR,
2025-01-18,Netbanking,subscription,Tata Sky,Medical bill,156.76,Expense,INR,
2025-02-06,Credit Card,festivals,Holi,Movie night,2705.74,Expense,INR,
2024-12-26,Credit Card,grooming,Saloon,UPI transfer,1155.29,Expense,INR,
2025-02-01,Debit Card,apparel,Clothing,UPI transfer,143.16,Expense,INR,
2025-05-28,Cash,education,Stationary,Medical bill,4436.17,Expense,INR,
2024-12-27,UPI,subscription,Spotify,Medical bill,119.0,Income,INR,
2025-05-16,Cash,food,Grocery,Subscription renewal,2197.32,Expense,INR,
13/01/2018 20:55:55,Saving Bank account 1,apparel,Laundry,clothes ironing,80.0,Expense,INR,
2025-04-12,UPI,subscription,Spotify,Train ticket,149.0,Expense,INR,
7/12/2015,Saving Bank account 1,investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR,
20/01/2018 10:18:03,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,179.0,Expense,INR,
17/11/2017 22:26:31,Saving Bank account 1,food,Ice cream,Vanila family pack,105.0,Expense,INR,
29/03/2015 20:06:39,Cash,food,Grocery,,150.0,Expense,INR,
2024-12-29,Debit Card,food,Grocery,Online course,3175.33,Expense,INR,
11/3/2017,Saving Bank account 1,food,Grocery,1.5 lit milk + 3 cold drink + 1 khari + 1 bread,200.0,Expense,INR,
2025-04-13,UPI,food,Grocery,Train ticket,2143.42,Expense,INR,
2025-02-25,Cash,food,Dinner,Online course,4611.11,Expense,INR,
2025-02-18,UPI,transportation,Train,Medical bill,2123.79,Expense,INR,
2025-03-26,Netbanking,food,Grocery,Lunch at cafe,2054.45,Expense,INR,
2025-03-18,Credit Card,education,Stationary,Subscription renewal,2141.12,Expense,INR,
4/1/2018,Cash,food,Lunch,Catering Service,70.0,Expense,INR,
